These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2014   11  04  09    25    23.18
SMO 2014   11  04  09    30    22.29
SMO 2014   11  04  09    35    22.58
SMO 2014   11  04  09    40    24.25
SMO 2014   11  04  09    45    23.52
SMO 2014   11  04  09    50    22.03
SMO 2014   11  04  09    55    23.42
SMO 2014   11  04  10    00    24.03
SMO 2014   11  04  10    05    23.10
SMO 2014   11  04  10    10    23.02
SMO 2014   11  04  10    15    22.56
SMO 2014   11  04  10    20    25.79
SMO 2014   11  04  10    25    24.02
SMO 2014   11  04  10    30    24.14
SMO 2014   11  04  10    35    24.50
SMO 2014   11  04  10    40    23.62
SMO 2014   11  04  10    45    25.22
SMO 2014   11  04  10    50    22.63
SMO 2014   11  04  10    55    23.41
SMO 2014   11  04  11    00    22.71
SMO 2014   11  04  11    05    21.07
SMO 2014   11  04  11    10    22.21
SMO 2014   11  04  11    15    21.90
SMO 2014   11  04  11    20    23.07
SMO 2014   11  04  11    25    22.33
SMO 2014   11  04  11    30    23.11
SMO 2014   11  04  11    35    22.49
SMO 2014   11  04  11    40    24.17
SMO 2014   11  04  11    45    23.92
SMO 2014   11  04  11    50    24.28
SMO 2014   11  04  11    55    23.75
SMO 2014   11  04  12    00    23.60
SMO 2014   11  04  12    05    24.67
SMO 2014   11  04  12    10    24.16
SMO 2014   11  04  12    15    25.26
SMO 2014   11  04  12    20    25.73
SMO 2014   11  04  12    25    24.35
SMO 2014   11  04  12    30    23.72
SMO 2014   11  04  12    35    23.18
SMO 2014   11  04  12    40    24.73
SMO 2014   11  04  12    45    23.02
SMO 2014   11  04  12    50    24.33
SMO 2014   11  04  12    55    24.47
SMO 2014   11  04  13    00    23.91
SMO 2014   11  04  13    05    24.27
SMO 2014   11  04  13    10    23.74
SMO 2014   11  04  13    15    24.57
SMO 2014   11  04  13    20    24.29
SMO 2014   11  04  13    25    23.78
SMO 2014   11  04  13    30    24.04
SMO 2014   11  04  13    35    24.00
SMO 2014   11  04  13    40    23.62
SMO 2014   11  04  13    45    23.66
SMO 2014   11  04  13    50    24.53
SMO 2014   11  04  13    55    24.48
SMO 2014   11  04  14    00    23.40
SMO 2014   11  04  14    05    24.78
SMO 2014   11  04  14    10    24.39
SMO 2014   11  04  14    15    25.10
SMO 2014   11  04  14    20    23.80
SMO 2014   11  04  14    25    23.70
SMO 2014   11  04  14    30    24.63
SMO 2014   11  04  14    35    24.83
SMO 2014   11  04  14    40    26.01
SMO 2014   11  04  14    45    24.29
SMO 2014   11  04  14    50    24.42
SMO 2014   11  04  14    55    24.85
SMO 2014   11  04  15    00    24.57
SMO 2014   11  04  15    05    24.49
SMO 2014   11  04  15    10    24.45
SMO 2014   11  04  15    15    25.27
SMO 2014   11  04  15    20    24.40
SMO 2014   11  04  15    25    24.99
SMO 2014   11  04  15    30    24.72
SMO 2014   11  04  15    35    24.44
SMO 2014   11  04  15    40    25.39
SMO 2014   11  04  15    45    24.30
SMO 2014   11  04  15    50    24.88
SMO 2014   11  04  15    55    23.89
SMO 2014   11  04  16    00    25.45
SMO 2014   11  04  16    05    24.65
SMO 2014   11  04  16    10    24.80
SMO 2014   11  04  16    15    25.43
SMO 2014   11  04  16    20    23.33
SMO 2014   11  04  16    25    24.47
SMO 2014   11  04  16    30    24.62
SMO 2014   11  04  16    35    24.77
SMO 2014   11  04  16    40    25.04
SMO 2014   11  04  16    45    24.27
SMO 2014   11  04  16    50    25.19
SMO 2014   11  04  16    55    23.97
SMO 2014   11  04  17    00    25.30
SMO 2014   11  04  17    05    24.28
SMO 2014   11  04  17    10    25.72
SMO 2014   11  04  17    15    24.78
SMO 2014   11  04  17    20    25.36
SMO 2014   11  04  17    25    24.95
SMO 2014   11  04  17    30    24.55
SMO 2014   11  04  17    35    25.69
SMO 2014   11  04  17    40    24.20
SMO 2014   11  04  17    45    24.20
SMO 2014   11  04  17    50    24.60
SMO 2014   11  04  17    55    24.65
SMO 2014   11  04  18    00    24.76
SMO 2014   11  04  18    05    24.52
SMO 2014   11  04  18    10    25.67
SMO 2014   11  04  18    15    25.00
SMO 2014   11  04  18    20    25.68
SMO 2014   11  04  18    25    24.06
SMO 2014   11  04  18    30    26.16
SMO 2014   11  04  18    35    26.20
SMO 2014   11  04  18    40    26.16
SMO 2014   11  04  18    45    25.33
SMO 2014   11  04  18    50    25.72
SMO 2014   11  04  18    55    26.15
SMO 2014   11  04  19    00    27.00
SMO 2014   11  04  19    05    26.28
SMO 2014   11  04  19    10    26.06
SMO 2014   11  04  19    15    26.32
SMO 2014   11  04  19    20    27.16
SMO 2014   11  04  19    25    26.52
SMO 2014   11  04  19    30    25.28
SMO 2014   11  04  19    35    26.97
SMO 2014   11  04  19    40    26.90
SMO 2014   11  04  19    45    26.07
SMO 2014   11  04  19    50    26.07
SMO 2014   11  04  19    55    26.22
SMO 2014   11  04  20    00    26.47
SMO 2014   11  04  20    05    26.03
SMO 2014   11  04  20    10    25.99
SMO 2014   11  04  20    15    26.01
SMO 2014   11  04  20    20    25.98
SMO 2014   11  04  20    25    25.60
SMO 2014   11  04  20    30    26.14
SMO 2014   11  04  20    35    25.36
SMO 2014   11  04  20    40    25.19
SMO 2014   11  04  20    45    25.02
SMO 2014   11  04  20    50    25.12
SMO 2014   11  04  20    55    25.29
SMO 2014   11  04  21    00    25.20
SMO 2014   11  04  21    05    25.09
SMO 2014   11  04  21    10    24.62
SMO 2014   11  04  21    15    25.00
SMO 2014   11  04  21    20    25.40
SMO 2014   11  04  21    25    25.25
SMO 2014   11  04  21    30    24.15
SMO 2014   11  04  21    35    24.85
SMO 2014   11  04  21    40    24.76
SMO 2014   11  04  21    45    24.40
SMO 2014   11  04  21    50    23.98
SMO 2014   11  04  21    55    24.24
SMO 2014   11  04  22    00    24.55
SMO 2014   11  04  22    05    24.08
SMO 2014   11  04  22    10    24.77
SMO 2014   11  04  22    15    23.93
SMO 2014   11  04  22    20    24.18
SMO 2014   11  04  22    25    24.02
SMO 2014   11  04  22    30    23.52
SMO 2014   11  04  22    35    23.76
SMO 2014   11  04  22    40    24.37
SMO 2014   11  04  22    45    23.75
SMO 2014   11  04  22    50    23.04
SMO 2014   11  04  22    55    24.33
SMO 2014   11  04  23    00    23.64
SMO 2014   11  04  23    05    23.87
SMO 2014   11  04  23    10    23.68
SMO 2014   11  04  23    15    24.35
SMO 2014   11  04  23    20    23.45
SMO 2014   11  04  23    25    23.01
SMO 2014   11  04  23    30    24.29
SMO 2014   11  04  23    35    23.59
SMO 2014   11  04  23    40    22.85
SMO 2014   11  04  23    45    23.32
SMO 2014   11  04  23    50    22.53
SMO 2014   11  04  23    55    22.58
SMO 2014   11  05  00    00    23.61
SMO 2014   11  05  00    05    22.82
SMO 2014   11  05  00    10    23.75
SMO 2014   11  05  00    15    22.79
SMO 2014   11  05  00    20    23.39
SMO 2014   11  05  00    25    22.60
SMO 2014   11  05  00    30    22.39
SMO 2014   11  05  00    35    22.53
SMO 2014   11  05  00    40    21.85
SMO 2014   11  05  00    45    22.31
SMO 2014   11  05  00    50    22.13
SMO 2014   11  05  00    55    21.78
SMO 2014   11  05  01    00    21.97
SMO 2014   11  05  01    05    22.61
SMO 2014   11  05  01    10    21.77
SMO 2014   11  05  01    15    21.99
SMO 2014   11  05  01    20    22.10
SMO 2014   11  05  01    25    22.53
SMO 2014   11  05  01    30    22.50
SMO 2014   11  05  01    35    22.92
SMO 2014   11  05  01    40    22.34
SMO 2014   11  05  01    45    22.37
SMO 2014   11  05  01    50    22.19
SMO 2014   11  05  01    55    23.11
SMO 2014   11  05  02    00    21.81
SMO 2014   11  05  02    05    22.80
SMO 2014   11  05  02    10    21.95
SMO 2014   11  05  02    15    22.38
SMO 2014   11  05  02    20    21.68
SMO 2014   11  05  02    25    22.35
SMO 2014   11  05  02    30    21.73
SMO 2014   11  05  02    35    22.13
SMO 2014   11  05  02    40    21.67
SMO 2014   11  05  02    45    22.05
SMO 2014   11  05  02    50    21.87
SMO 2014   11  05  02    55    21.96
SMO 2014   11  05  03    00    22.20
SMO 2014   11  05  03    05    22.74
SMO 2014   11  05  03    10    22.20
SMO 2014   11  05  03    15    22.96
SMO 2014   11  05  03    20    21.86
SMO 2014   11  05  03    25    22.25
SMO 2014   11  05  03    30    22.38
SMO 2014   11  05  03    35    22.17
SMO 2014   11  05  03    40    22.88
SMO 2014   11  05  03    45    22.97
SMO 2014   11  05  03    50    22.06
SMO 2014   11  05  03    55    23.21
SMO 2014   11  05  04    00    23.23
SMO 2014   11  05  04    05    22.82
SMO 2014   11  05  04    10    22.84
SMO 2014   11  05  04    15    23.24
SMO 2014   11  05  04    20    23.50
SMO 2014   11  05  04    25    23.05
SMO 2014   11  05  04    30    23.19
SMO 2014   11  05  04    35    23.11
SMO 2014   11  05  04    40    23.18
SMO 2014   11  05  04    45    22.78
SMO 2014   11  05  04    50    22.43
SMO 2014   11  05  04    55    23.56
SMO 2014   11  05  05    00    22.56
SMO 2014   11  05  05    05    23.06
SMO 2014   11  05  05    10    23.01
SMO 2014   11  05  05    15    22.86
SMO 2014   11  05  05    20    23.76
SMO 2014   11  05  05    25    21.67
SMO 2014   11  05  05    30    23.16
SMO 2014   11  05  05    35    22.71
SMO 2014   11  05  05    40    22.28
SMO 2014   11  05  05    45    22.20
SMO 2014   11  05  05    50    23.06
SMO 2014   11  05  05    55    22.67
SMO 2014   11  05  06    00    24.12
SMO 2014   11  05  06    05    22.55
SMO 2014   11  05  06    10    22.62
SMO 2014   11  05  06    15    23.95
SMO 2014   11  05  06    20    23.14
SMO 2014   11  05  06    25    23.44
SMO 2014   11  05  06    30    23.37
SMO 2014   11  05  06    35    24.32
SMO 2014   11  05  06    40    23.68
SMO 2014   11  05  06    45    23.01
SMO 2014   11  05  06    50    22.58
SMO 2014   11  05  06    55    24.00
SMO 2014   11  05  07    00    23.71
SMO 2014   11  05  07    05    24.55
SMO 2014   11  05  07    10    24.53
SMO 2014   11  05  07    15    24.25
SMO 2014   11  05  07    20    24.44
SMO 2014   11  05  07    25    25.22
SMO 2014   11  05  07    30    25.63
SMO 2014   11  05  07    35    25.81
SMO 2014   11  05  07    40    26.88
SMO 2014   11  05  07    45    27.90
SMO 2014   11  05  07    50    27.48
SMO 2014   11  05  07    55    27.59
SMO 2014   11  05  08    00    28.32
SMO 2014   11  05  08    05    28.37
SMO 2014   11  05  08    10    28.58
SMO 2014   11  05  08    15    27.94
SMO 2014   11  05  08    20    28.08
SMO 2014   11  05  08    25    29.12
SMO 2014   11  05  08    30    29.11
SMO 2014   11  05  08    35    28.70
SMO 2014   11  05  08    40    28.68
SMO 2014   11  05  08    45    28.63
SMO 2014   11  05  08    50    28.44
SMO 2014   11  05  08    55    28.87
SMO 2014   11  05  09    00    28.39
SMO 2014   11  05  09    05    27.97
SMO 2014   11  05  09    10    27.57
SMO 2014   11  05  09    15    27.34
SMO 2014   11  05  09    20    27.91
SMO 2014   11  05  09    25    27.77
SMO 2014   11  05  09    30    27.13
SMO 2014   11  05  09    35    26.88
SMO 2014   11  05  09    40    27.76
SMO 2014   11  05  09    45    27.35
SMO 2014   11  05  09    50    26.84
SMO 2014   11  05  09    55    27.05
SMO 2014   11  05  10    00    27.19
SMO 2014   11  05  10    05    27.29
SMO 2014   11  05  10    10    26.38
SMO 2014   11  05  10    15    26.17
SMO 2014   11  05  10    20    25.85
SMO 2014   11  05  10    25    25.32
SMO 2014   11  05  10    30    25.90
SMO 2014   11  05  10    35    25.19
SMO 2014   11  05  10    40    25.28
SMO 2014   11  05  10    45    24.77
SMO 2014   11  05  10    50    25.64
SMO 2014   11  05  10    55    25.18
SMO 2014   11  05  11    00    25.87
SMO 2014   11  05  11    05    27.46
SMO 2014   11  05  11    10    26.53
SMO 2014   11  05  11    15    27.30
SMO 2014   11  05  11    20    26.94
SMO 2014   11  05  11    25    26.86
SMO 2014   11  05  11    30    25.94
SMO 2014   11  05  11    35    28.30
SMO 2014   11  05  11    40    27.05
SMO 2014   11  05  11    45    25.93
SMO 2014   11  05  11    50    27.17
SMO 2014   11  05  11    55    27.02
SMO 2014   11  05  12    00    26.51
SMO 2014   11  05  12    05    26.69
SMO 2014   11  05  12    10    26.69
SMO 2014   11  05  12    15    27.22
SMO 2014   11  05  12    20    27.27
SMO 2014   11  05  12    25    26.33
SMO 2014   11  05  12    30    26.08
SMO 2014   11  05  12    35    24.84
SMO 2014   11  05  12    40    26.08
SMO 2014   11  05  12    45    26.29
SMO 2014   11  05  12    50    26.49
SMO 2014   11  05  12    55    26.81
SMO 2014   11  05  13    00    25.63
SMO 2014   11  05  13    05    26.22
SMO 2014   11  05  13    10    25.08
SMO 2014   11  05  13    15    25.63
SMO 2014   11  05  13    20    25.23
SMO 2014   11  05  13    25    25.33
SMO 2014   11  05  13    30    24.83
SMO 2014   11  05  13    35    25.54
SMO 2014   11  05  13    40    25.50
SMO 2014   11  05  13    45    25.41
SMO 2014   11  05  13    50    25.25
SMO 2014   11  05  13    55    24.94
SMO 2014   11  05  14    00    25.21
SMO 2014   11  05  14    05    24.87
SMO 2014   11  05  14    10    24.38
SMO 2014   11  05  14    15    24.13
SMO 2014   11  05  14    20    24.02
SMO 2014   11  05  14    25    23.86
SMO 2014   11  05  14    30    24.22
SMO 2014   11  05  14    35    23.88
SMO 2014   11  05  14    40    24.14
SMO 2014   11  05  14    45    23.45
SMO 2014   11  05  14    50    23.72
SMO 2014   11  05  14    55    24.31
SMO 2014   11  05  15    00    24.05
SMO 2014   11  05  15    05    24.45
SMO 2014   11  05  15    10    24.59
SMO 2014   11  05  15    15    23.73
SMO 2014   11  05  15    20    24.85
SMO 2014   11  05  15    25    23.99
SMO 2014   11  05  15    30    24.05
SMO 2014   11  05  15    35    23.66
SMO 2014   11  05  15    40    23.99
SMO 2014   11  05  15    45    24.28
SMO 2014   11  05  15    50    23.88
SMO 2014   11  05  15    55    24.15
SMO 2014   11  05  16    00    23.95
SMO 2014   11  05  16    05    23.77
SMO 2014   11  05  16    10    23.91
SMO 2014   11  05  16    15    23.95
SMO 2014   11  05  16    20    24.02
SMO 2014   11  05  16    25    24.50
SMO 2014   11  05  16    30    23.80
SMO 2014   11  05  16    35    24.35
SMO 2014   11  05  16    40    25.17
SMO 2014   11  05  16    45    23.87
SMO 2014   11  05  16    50    25.21
SMO 2014   11  05  16    55    25.04
SMO 2014   11  05  17    00    25.18
SMO 2014   11  05  17    05    25.89
SMO 2014   11  05  17    10    25.23
SMO 2014   11  05  17    15    24.84
SMO 2014   11  05  17    20    25.99
SMO 2014   11  05  17    25    25.10
SMO 2014   11  05  17    30    25.64
SMO 2014   11  05  17    35    25.21
SMO 2014   11  05  17    40    25.63
SMO 2014   11  05  17    45    25.35
SMO 2014   11  05  17    50    25.51
SMO 2014   11  05  17    55    25.03
SMO 2014   11  05  18    00    25.67
SMO 2014   11  05  18    05    25.38
SMO 2014   11  05  18    10    25.70
SMO 2014   11  05  18    15    25.10
SMO 2014   11  05  18    20    25.60
SMO 2014   11  05  18    25    26.30
SMO 2014   11  05  18    30    25.74
SMO 2014   11  05  18    35    26.21
SMO 2014   11  05  18    40    26.44
SMO 2014   11  05  18    45    26.52
SMO 2014   11  05  18    50    25.78
SMO 2014   11  05  18    55    26.46
SMO 2014   11  05  19    00    26.69
SMO 2014   11  05  19    05    27.34
SMO 2014   11  05  19    10    26.04
SMO 2014   11  05  19    15    26.58
SMO 2014   11  05  19    20    26.57
SMO 2014   11  05  19    25    26.31
SMO 2014   11  05  19    30    26.26
SMO 2014   11  05  19    35    26.73
SMO 2014   11  05  19    40    26.59
SMO 2014   11  05  19    45    26.99
SMO 2014   11  05  19    50    27.16
SMO 2014   11  05  19    55    27.54
SMO 2014   11  05  20    00    27.65
SMO 2014   11  05  20    05    26.44
SMO 2014   11  05  20    10    27.11
SMO 2014   11  05  20    15    26.44
SMO 2014   11  05  20    20    26.22
SMO 2014   11  05  20    25    25.88
SMO 2014   11  05  20    30    26.58
SMO 2014   11  05  20    35    26.64
SMO 2014   11  05  20    40    26.26
SMO 2014   11  05  20    45    26.87
SMO 2014   11  05  20    50    28.04
SMO 2014   11  05  20    55    27.69
SMO 2014   11  05  21    00    27.51
SMO 2014   11  05  21    05    27.11
SMO 2014   11  05  21    10    26.81
SMO 2014   11  05  21    15    25.65
SMO 2014   11  05  21    20    26.27
SMO 2014   11  05  21    25    27.42
SMO 2014   11  05  21    30    27.32
SMO 2014   11  05  21    35    26.47
SMO 2014   11  05  21    40    26.63
SMO 2014   11  05  21    45    26.94
SMO 2014   11  05  21    50    26.03
SMO 2014   11  05  21    55    26.45
SMO 2014   11  05  22    00    26.41
SMO 2014   11  05  22    05    25.98
SMO 2014   11  05  22    10    26.58
SMO 2014   11  05  22    15    27.50
SMO 2014   11  05  22    20    26.99
SMO 2014   11  05  22    25    27.57
SMO 2014   11  05  22    30    26.88
SMO 2014   11  05  22    35    27.24
SMO 2014   11  05  22    40    26.97
SMO 2014   11  05  22    45    27.14
SMO 2014   11  05  22    50    26.45
SMO 2014   11  05  22    55    26.21
SMO 2014   11  05  23    00    26.75
SMO 2014   11  05  23    05    26.52
SMO 2014   11  05  23    10    25.99
SMO 2014   11  05  23    15    26.83
SMO 2014   11  05  23    20    26.49
SMO 2014   11  05  23    25    26.44
SMO 2014   11  05  23    30    25.19
SMO 2014   11  05  23    35    26.51
SMO 2014   11  05  23    40    26.61
SMO 2014   11  05  23    45    25.96
SMO 2014   11  05  23    50    25.91
SMO 2014   11  05  23    55    25.93
SMO 2014   11  06  00    00    26.45
SMO 2014   11  06  00    05    26.04
SMO 2014   11  06  00    10    25.30
SMO 2014   11  06  00    15    25.22
SMO 2014   11  06  00    20    25.43
SMO 2014   11  06  00    25    26.12
SMO 2014   11  06  00    30    25.48
SMO 2014   11  06  00    35    25.58
SMO 2014   11  06  00    40    25.18
SMO 2014   11  06  00    45    25.25
SMO 2014   11  06  00    50    24.51
SMO 2014   11  06  00    55    25.39
SMO 2014   11  06  01    00    25.41
SMO 2014   11  06  01    05    25.75
SMO 2014   11  06  01    10    25.16
SMO 2014   11  06  01    15    24.99
SMO 2014   11  06  01    20    25.19
SMO 2014   11  06  01    25    24.76
SMO 2014   11  06  01    30    25.47
SMO 2014   11  06  01    35    24.86
SMO 2014   11  06  01    40    25.24
SMO 2014   11  06  01    45    24.66
SMO 2014   11  06  01    50    24.37
SMO 2014   11  06  01    55    25.08
SMO 2014   11  06  02    00    25.59
SMO 2014   11  06  02    05    25.05
SMO 2014   11  06  02    10    24.70
SMO 2014   11  06  02    15    24.12
