SITE_GAW_ID,DATE,DATE,DATE,TIME,TIME,TIME,END_YEAR,END_MONTH,END_DAY,END_HOUR,END_MIN,END_SEC,CH4_VALUE,CH4_VALUE_UNC,CH4_NVALUE,LAT,LONG,ALT,ELEVATION,INTAKE,QC_Flag
CVO,2020,01,02,22,0,0,-999,-9,-9,-9,-9,-9,1932.13,0.450,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,02,23,0,0,-999,-9,-9,-9,-9,-9,1933.65,0.418,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,00,0,0,-999,-9,-9,-9,-9,-9,1934.31,0.237,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,01,0,0,-999,-9,-9,-9,-9,-9,1934.94,0.227,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,02,0,0,-999,-9,-9,-9,-9,-9,1935.01,0.260,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,03,0,0,-999,-9,-9,-9,-9,-9,1934.83,0.315,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,04,0,0,-999,-9,-9,-9,-9,-9,1934.5,0.184,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,05,0,0,-999,-9,-9,-9,-9,-9,1935.36,0.362,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,06,0,0,-999,-9,-9,-9,-9,-9,1936.35,0.362,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,07,0,0,-999,-9,-9,-9,-9,-9,1936.67,0.284,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,08,0,0,-999,-9,-9,-9,-9,-9,1936.53,0.269,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,09,0,0,-999,-9,-9,-9,-9,-9,1936.65,0.203,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,10,0,0,-999,-9,-9,-9,-9,-9,1936,0.392,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,11,0,0,-999,-9,-9,-9,-9,-9,1936.32,0.342,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,12,0,0,-999,-9,-9,-9,-9,-9,1937.05,0.305,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,13,0,0,-999,-9,-9,-9,-9,-9,1937.23,0.230,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,14,0,0,-999,-9,-9,-9,-9,-9,1937.29,0.211,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,15,0,0,-999,-9,-9,-9,-9,-9,1938.4,0.375,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,16,0,0,-999,-9,-9,-9,-9,-9,1938.93,0.199,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,17,0,0,-999,-9,-9,-9,-9,-9,1940.2,0.750,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,18,0,0,-999,-9,-9,-9,-9,-9,1942.46,0.285,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,19,0,0,-999,-9,-9,-9,-9,-9,1942.61,0.419,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,20,0,0,-999,-9,-9,-9,-9,-9,1941.2,0.539,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,21,0,0,-999,-9,-9,-9,-9,-9,1941.54,0.229,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,22,0,0,-999,-9,-9,-9,-9,-9,1941.6,0.296,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,03,23,0,0,-999,-9,-9,-9,-9,-9,1941.78,0.388,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,00,0,0,-999,-9,-9,-9,-9,-9,1941.91,0.190,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,01,0,0,-999,-9,-9,-9,-9,-9,1941.18,0.458,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,02,0,0,-999,-9,-9,-9,-9,-9,1939.94,0.394,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,03,0,0,-999,-9,-9,-9,-9,-9,1939,0.352,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,04,0,0,-999,-9,-9,-9,-9,-9,1936.82,0.927,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,05,0,0,-999,-9,-9,-9,-9,-9,1933.66,0.816,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,06,0,0,-999,-9,-9,-9,-9,-9,1932.23,0.223,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,07,0,0,-999,-9,-9,-9,-9,-9,1931.93,0.221,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,08,0,0,-999,-9,-9,-9,-9,-9,1933.87,0.787,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,09,0,0,-999,-9,-9,-9,-9,-9,1935.89,0.422,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,10,0,0,-999,-9,-9,-9,-9,-9,1937.29,0.486,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,11,0,0,-999,-9,-9,-9,-9,-9,1938.43,0.174,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,12,0,0,-999,-9,-9,-9,-9,-9,1938.42,0.211,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,13,0,0,-999,-9,-9,-9,-9,-9,1938.92,0.524,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,14,0,0,-999,-9,-9,-9,-9,-9,1941.26,0.612,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,15,0,0,-999,-9,-9,-9,-9,-9,1943.18,0.474,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,16,0,0,-999,-9,-9,-9,-9,-9,1944.23,0.332,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,17,0,0,-999,-9,-9,-9,-9,-9,1945.32,0.566,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,18,0,0,-999,-9,-9,-9,-9,-9,1946.72,0.279,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,19,0,0,-999,-9,-9,-9,-9,-9,1947.47,0.513,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,20,0,0,-999,-9,-9,-9,-9,-9,1951.88,1.395,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,21,0,0,-999,-9,-9,-9,-9,-9,1956.39,1.146,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,22,0,0,-999,-9,-9,-9,-9,-9,1958.83,0.415,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,04,23,0,0,-999,-9,-9,-9,-9,-9,1959.4,0.232,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,00,0,0,-999,-9,-9,-9,-9,-9,1959.42,0.261,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,01,0,0,-999,-9,-9,-9,-9,-9,1958.58,0.364,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,02,0,0,-999,-9,-9,-9,-9,-9,1958.08,0.401,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,03,0,0,-999,-9,-9,-9,-9,-9,1959.03,0.468,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,04,0,0,-999,-9,-9,-9,-9,-9,1959.32,0.357,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,05,0,0,-999,-9,-9,-9,-9,-9,1960.32,0.744,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,06,0,0,-999,-9,-9,-9,-9,-9,1961.65,0.246,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,07,0,0,-999,-9,-9,-9,-9,-9,1961.7,0.220,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,08,0,0,-999,-9,-9,-9,-9,-9,1961.28,0.366,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,09,0,0,-999,-9,-9,-9,-9,-9,1960,0.390,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,10,0,0,-999,-9,-9,-9,-9,-9,1958.52,0.384,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,11,0,0,-999,-9,-9,-9,-9,-9,1959.08,0.764,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,12,0,0,-999,-9,-9,-9,-9,-9,1961.58,0.419,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,13,0,0,-999,-9,-9,-9,-9,-9,1964.47,0.862,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,14,0,0,-999,-9,-9,-9,-9,-9,1964.91,0.221,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,15,0,0,-999,-9,-9,-9,-9,-9,1964.82,0.318,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,16,0,0,-999,-9,-9,-9,-9,-9,1964.52,0.302,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,17,0,0,-999,-9,-9,-9,-9,-9,1964.97,0.211,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,18,0,0,-999,-9,-9,-9,-9,-9,1965.21,0.374,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,19,0,0,-999,-9,-9,-9,-9,-9,1965.15,0.310,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,20,0,0,-999,-9,-9,-9,-9,-9,1966.69,0.609,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,21,0,0,-999,-9,-9,-9,-9,-9,1968.11,0.200,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,22,0,0,-999,-9,-9,-9,-9,-9,1967.86,0.349,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,05,23,0,0,-999,-9,-9,-9,-9,-9,1967.66,0.672,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,00,0,0,-999,-9,-9,-9,-9,-9,1969.12,0.541,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,01,0,0,-999,-9,-9,-9,-9,-9,1970.44,0.399,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,02,0,0,-999,-9,-9,-9,-9,-9,1969.68,0.601,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,03,0,0,-999,-9,-9,-9,-9,-9,1967.63,1.216,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,04,0,0,-999,-9,-9,-9,-9,-9,1964.85,0.795,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,05,0,0,-999,-9,-9,-9,-9,-9,1962.8,0.904,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,06,0,0,-999,-9,-9,-9,-9,-9,1963.04,0.640,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,07,0,0,-999,-9,-9,-9,-9,-9,1964.96,0.579,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,08,0,0,-999,-9,-9,-9,-9,-9,1966.84,0.474,39,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,09,0,0,-999,-9,-9,-9,-9,-9,1967,0.323,11,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,10,0,0,-999,-9,-9,-9,-9,-9,1966.7,0.809,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,11,0,0,-999,-9,-9,-9,-9,-9,1962.52,1.467,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,12,0,0,-999,-9,-9,-9,-9,-9,1956.02,2.106,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,13,0,0,-999,-9,-9,-9,-9,-9,1952.83,0.230,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,14,0,0,-999,-9,-9,-9,-9,-9,1953.16,0.254,51,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,15,0,0,-999,-9,-9,-9,-9,-9,-999.999,-999.999,0,16.864025,-24.867519,10,17,-999.999,3
CVO,2020,01,06,16,0,0,-999,-9,-9,-9,-9,-9,1948.54,1.156,59,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,17,0,0,-999,-9,-9,-9,-9,-9,1944.91,0.930,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,18,0,0,-999,-9,-9,-9,-9,-9,1942.09,0.736,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,19,0,0,-999,-9,-9,-9,-9,-9,1941.11,0.703,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,20,0,0,-999,-9,-9,-9,-9,-9,1939.88,0.857,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,21,0,0,-999,-9,-9,-9,-9,-9,1939.89,0.453,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,22,0,0,-999,-9,-9,-9,-9,-9,1940.64,0.428,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,06,23,0,0,-999,-9,-9,-9,-9,-9,1939.67,0.626,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,00,0,0,-999,-9,-9,-9,-9,-9,1938.32,0.440,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,01,0,0,-999,-9,-9,-9,-9,-9,1937.7,0.481,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,02,0,0,-999,-9,-9,-9,-9,-9,1938.12,0.440,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,03,0,0,-999,-9,-9,-9,-9,-9,1938.7,0.516,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,04,0,0,-999,-9,-9,-9,-9,-9,1940.21,0.261,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,05,0,0,-999,-9,-9,-9,-9,-9,1939.18,0.636,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,06,0,0,-999,-9,-9,-9,-9,-9,1937.7,0.282,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,07,0,0,-999,-9,-9,-9,-9,-9,1938.76,0.349,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,08,0,0,-999,-9,-9,-9,-9,-9,1936.62,0.810,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,09,0,0,-999,-9,-9,-9,-9,-9,1932.77,2.298,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,10,0,0,-999,-9,-9,-9,-9,-9,1925.42,1.165,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,11,0,0,-999,-9,-9,-9,-9,-9,1923,0.470,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,12,0,0,-999,-9,-9,-9,-9,-9,1922.26,0.207,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,13,0,0,-999,-9,-9,-9,-9,-9,1922.04,0.298,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,14,0,0,-999,-9,-9,-9,-9,-9,1922.14,0.279,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,15,0,0,-999,-9,-9,-9,-9,-9,1922.78,0.400,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,16,0,0,-999,-9,-9,-9,-9,-9,1924.55,0.680,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,17,0,0,-999,-9,-9,-9,-9,-9,1926.23,0.558,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,18,0,0,-999,-9,-9,-9,-9,-9,1925.44,0.359,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,19,0,0,-999,-9,-9,-9,-9,-9,1924.23,0.593,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,20,0,0,-999,-9,-9,-9,-9,-9,1922.77,0.383,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,21,0,0,-999,-9,-9,-9,-9,-9,1921.02,0.466,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,22,0,0,-999,-9,-9,-9,-9,-9,1918.96,0.277,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,07,23,0,0,-999,-9,-9,-9,-9,-9,1920.2,1.568,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,00,0,0,-999,-9,-9,-9,-9,-9,1923.68,0.535,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,01,0,0,-999,-9,-9,-9,-9,-9,1924.44,0.179,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,02,0,0,-999,-9,-9,-9,-9,-9,1924.75,0.201,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,03,0,0,-999,-9,-9,-9,-9,-9,1924.79,0.118,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,04,0,0,-999,-9,-9,-9,-9,-9,1925.04,0.174,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,05,0,0,-999,-9,-9,-9,-9,-9,1924.98,0.305,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,06,0,0,-999,-9,-9,-9,-9,-9,1925.71,0.239,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,07,0,0,-999,-9,-9,-9,-9,-9,1927.96,0.941,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,08,0,0,-999,-9,-9,-9,-9,-9,1927.53,0.585,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,09,0,0,-999,-9,-9,-9,-9,-9,1927.81,0.232,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,10,0,0,-999,-9,-9,-9,-9,-9,1927.58,0.172,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,11,0,0,-999,-9,-9,-9,-9,-9,1929.52,1.075,53,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,12,0,0,-999,-9,-9,-9,-9,-9,-999.999,-999.999,0,16.864025,-24.867519,10,17,-999.999,3
CVO,2020,01,08,13,0,0,-999,-9,-9,-9,-9,-9,1934.59,0.138,25,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,14,0,0,-999,-9,-9,-9,-9,-9,1933.53,0.526,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,15,0,0,-999,-9,-9,-9,-9,-9,1932.89,0.709,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,16,0,0,-999,-9,-9,-9,-9,-9,1931.36,0.322,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,17,0,0,-999,-9,-9,-9,-9,-9,1930.63,0.212,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,18,0,0,-999,-9,-9,-9,-9,-9,1930.37,0.164,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,19,0,0,-999,-9,-9,-9,-9,-9,1930.28,0.297,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,20,0,0,-999,-9,-9,-9,-9,-9,1930.11,0.366,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,21,0,0,-999,-9,-9,-9,-9,-9,1929.68,0.381,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,22,0,0,-999,-9,-9,-9,-9,-9,1930.18,0.352,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,08,23,0,0,-999,-9,-9,-9,-9,-9,1930.62,0.452,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,00,0,0,-999,-9,-9,-9,-9,-9,1929.53,1.231,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,01,0,0,-999,-9,-9,-9,-9,-9,1934.63,0.663,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,02,0,0,-999,-9,-9,-9,-9,-9,1933.37,0.951,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,03,0,0,-999,-9,-9,-9,-9,-9,1932.85,0.615,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,04,0,0,-999,-9,-9,-9,-9,-9,1934.66,0.485,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,05,0,0,-999,-9,-9,-9,-9,-9,1932.57,1.205,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,06,0,0,-999,-9,-9,-9,-9,-9,1931.75,0.547,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,07,0,0,-999,-9,-9,-9,-9,-9,1932.7,1.334,60,16.864025,-24.867519,10,17,-999.999,0
CVO,2020,01,09,08,0,0,-999,-9,-9,-9,-9,-9,1936.66,0.893,60,16.864025,-24.867519,10,17,-999.999,0
