These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   11  01  19    55    12.47
SMO 2015   11  01  20    00    12.75
SMO 2015   11  01  20    05    12.39
SMO 2015   11  01  20    10    12.53
SMO 2015   11  01  20    15    13.01
SMO 2015   11  01  20    20    12.58
SMO 2015   11  01  20    25    12.84
SMO 2015   11  01  20    30    13.46
SMO 2015   11  01  20    35    13.23
SMO 2015   11  01  20    40    13.37
SMO 2015   11  01  20    45    12.81
SMO 2015   11  01  20    50    12.76
SMO 2015   11  01  20    55    12.17
SMO 2015   11  01  21    00    12.93
SMO 2015   11  01  21    05    13.08
SMO 2015   11  01  21    10    13.24
SMO 2015   11  01  21    15    12.75
SMO 2015   11  01  21    20    12.99
SMO 2015   11  01  21    25    13.44
SMO 2015   11  01  21    30    13.36
SMO 2015   11  01  21    35    12.98
SMO 2015   11  01  21    40    12.57
SMO 2015   11  01  21    45    12.79
SMO 2015   11  01  21    50    13.26
SMO 2015   11  01  21    55    12.97
SMO 2015   11  01  22    00    13.32
SMO 2015   11  01  22    05    12.77
SMO 2015   11  01  22    10    13.20
SMO 2015   11  01  22    15    13.21
SMO 2015   11  01  22    20    12.39
SMO 2015   11  01  22    25    12.05
SMO 2015   11  01  22    30    11.56
SMO 2015   11  01  22    35    13.11
SMO 2015   11  01  22    40    12.85
SMO 2015   11  01  22    45    13.41
SMO 2015   11  01  22    50    13.10
SMO 2015   11  01  22    55    13.03
SMO 2015   11  01  23    00    12.99
SMO 2015   11  01  23    05    12.97
SMO 2015   11  01  23    10    12.79
SMO 2015   11  01  23    15    12.30
SMO 2015   11  01  23    20    12.39
SMO 2015   11  01  23    25    13.20
SMO 2015   11  01  23    30    12.39
SMO 2015   11  01  23    35    13.18
SMO 2015   11  01  23    40    12.21
SMO 2015   11  01  23    45    12.70
SMO 2015   11  01  23    50    12.31
SMO 2015   11  01  23    55    12.31
SMO 2015   11  02  00    00    12.23
SMO 2015   11  02  00    05    11.34
SMO 2015   11  02  00    10    12.31
SMO 2015   11  02  00    15    11.90
SMO 2015   11  02  00    20    12.46
SMO 2015   11  02  00    25    11.49
SMO 2015   11  02  00    30    11.90
SMO 2015   11  02  00    35    11.49
SMO 2015   11  02  00    40    10.98
SMO 2015   11  02  00    45    10.88
SMO 2015   11  02  00    50    11.66
SMO 2015   11  02  00    55    11.05
SMO 2015   11  02  01    00    11.64
SMO 2015   11  02  01    05    11.12
SMO 2015   11  02  01    10    11.97
SMO 2015   11  02  01    15    10.81
SMO 2015   11  02  01    20    11.40
SMO 2015   11  02  01    25    10.74
SMO 2015   11  02  01    30    10.96
SMO 2015   11  02  01    35    10.92
SMO 2015   11  02  01    40    11.49
SMO 2015   11  02  01    45    10.96
SMO 2015   11  02  01    50    11.54
SMO 2015   11  02  01    55    11.33
SMO 2015   11  02  02    00    11.48
SMO 2015   11  02  02    05    11.32
SMO 2015   11  02  02    10    11.63
SMO 2015   11  02  02    15    10.19
SMO 2015   11  02  02    20    10.96
SMO 2015   11  02  02    25    11.80
SMO 2015   11  02  02    30    11.60
SMO 2015   11  02  02    35    11.37
SMO 2015   11  02  02    40    11.17
SMO 2015   11  02  02    45    11.52
SMO 2015   11  02  02    50    11.39
SMO 2015   11  02  02    55    11.42
SMO 2015   11  02  03    00    11.01
SMO 2015   11  02  03    05    11.09
SMO 2015   11  02  03    10    11.51
SMO 2015   11  02  03    15    11.15
SMO 2015   11  02  03    20    11.75
SMO 2015   11  02  03    25    11.66
SMO 2015   11  02  03    30    12.18
SMO 2015   11  02  03    35    12.24
SMO 2015   11  02  03    40    12.35
SMO 2015   11  02  03    45    11.85
SMO 2015   11  02  03    50    12.11
SMO 2015   11  02  03    55    12.08
SMO 2015   11  02  04    00    12.51
SMO 2015   11  02  04    05    12.61
SMO 2015   11  02  04    10    12.56
SMO 2015   11  02  04    15    12.28
SMO 2015   11  02  04    20    11.86
SMO 2015   11  02  04    25    12.03
SMO 2015   11  02  04    30    13.10
SMO 2015   11  02  04    35    12.59
SMO 2015   11  02  04    40    12.73
SMO 2015   11  02  04    45    12.72
SMO 2015   11  02  04    50    12.66
SMO 2015   11  02  04    55    12.44
SMO 2015   11  02  05    00    12.11
SMO 2015   11  02  05    05    12.56
SMO 2015   11  02  05    10    12.79
SMO 2015   11  02  05    15    12.62
SMO 2015   11  02  05    20    12.77
SMO 2015   11  02  05    25    12.67
SMO 2015   11  02  05    30    12.49
SMO 2015   11  02  05    35    12.30
SMO 2015   11  02  05    40    12.56
SMO 2015   11  02  05    45    12.63
SMO 2015   11  02  05    50    12.24
SMO 2015   11  02  05    55    12.84
SMO 2015   11  02  06    00    12.04
SMO 2015   11  02  06    05    12.66
SMO 2015   11  02  06    10    12.02
SMO 2015   11  02  06    15    11.81
SMO 2015   11  02  06    20    11.49
SMO 2015   11  02  06    25    12.42
SMO 2015   11  02  06    30    11.99
SMO 2015   11  02  06    35    12.64
SMO 2015   11  02  06    40    12.37
SMO 2015   11  02  06    45    11.93
SMO 2015   11  02  06    50    11.91
SMO 2015   11  02  06    55    11.79
SMO 2015   11  02  07    00    11.83
SMO 2015   11  02  07    05    11.76
SMO 2015   11  02  07    10    11.57
SMO 2015   11  02  07    15    12.17
SMO 2015   11  02  07    20    12.56
SMO 2015   11  02  07    25    12.53
SMO 2015   11  02  07    30    11.31
SMO 2015   11  02  07    35    11.25
SMO 2015   11  02  07    40    12.39
SMO 2015   11  02  07    45    12.14
SMO 2015   11  02  07    50    11.79
SMO 2015   11  02  07    55    11.61
SMO 2015   11  02  08    00    12.41
SMO 2015   11  02  08    05    12.70
SMO 2015   11  02  08    10    11.58
SMO 2015   11  02  08    15    11.22
SMO 2015   11  02  08    20    11.97
SMO 2015   11  02  08    25    12.30
SMO 2015   11  02  08    30    12.48
SMO 2015   11  02  08    35    12.23
SMO 2015   11  02  08    40    12.85
SMO 2015   11  02  08    45    11.91
SMO 2015   11  02  08    50    12.00
SMO 2015   11  02  08    55    12.08
SMO 2015   11  02  09    00    12.18
SMO 2015   11  02  09    05    12.58
SMO 2015   11  02  09    10    12.54
SMO 2015   11  02  09    15    12.15
SMO 2015   11  02  09    20    12.82
SMO 2015   11  02  09    25    11.99
SMO 2015   11  02  09    30    12.06
SMO 2015   11  02  09    35    11.97
SMO 2015   11  02  09    40    12.44
SMO 2015   11  02  09    45    12.08
SMO 2015   11  02  09    50    12.41
SMO 2015   11  02  09    55    12.13
SMO 2015   11  02  10    00    12.55
SMO 2015   11  02  10    05    12.02
SMO 2015   11  02  10    10    11.60
SMO 2015   11  02  10    15    12.70
SMO 2015   11  02  10    20    12.11
SMO 2015   11  02  10    25    12.92
SMO 2015   11  02  10    30    12.38
SMO 2015   11  02  10    35    12.98
SMO 2015   11  02  10    40    12.65
SMO 2015   11  02  10    45    12.44
SMO 2015   11  02  10    50    11.98
SMO 2015   11  02  10    55    12.80
SMO 2015   11  02  11    00    12.77
SMO 2015   11  02  11    05    12.49
SMO 2015   11  02  11    10    12.14
SMO 2015   11  02  11    15    11.68
SMO 2015   11  02  11    20    12.20
SMO 2015   11  02  11    25    12.67
SMO 2015   11  02  11    30    12.47
SMO 2015   11  02  11    35    12.12
SMO 2015   11  02  11    40    12.43
SMO 2015   11  02  11    45    12.67
SMO 2015   11  02  11    50    11.80
SMO 2015   11  02  11    55    12.02
SMO 2015   11  02  12    00    11.80
SMO 2015   11  02  12    05    12.81
SMO 2015   11  02  12    10    12.29
SMO 2015   11  02  12    15    12.47
SMO 2015   11  02  12    20    11.87
SMO 2015   11  02  12    25    11.91
SMO 2015   11  02  12    30    12.29
SMO 2015   11  02  12    35    11.91
SMO 2015   11  02  12    40    12.75
SMO 2015   11  02  12    45    12.44
SMO 2015   11  02  12    50    12.49
SMO 2015   11  02  12    55    12.33
SMO 2015   11  02  13    00    11.95
SMO 2015   11  02  13    05    11.77
SMO 2015   11  02  13    10    12.31
SMO 2015   11  02  13    15    12.93
SMO 2015   11  02  13    20    12.33
SMO 2015   11  02  13    25    12.55
SMO 2015   11  02  13    30    12.76
SMO 2015   11  02  13    35    12.10
SMO 2015   11  02  13    40    12.62
SMO 2015   11  02  13    45    12.70
SMO 2015   11  02  13    50    13.24
SMO 2015   11  02  13    55    12.90
SMO 2015   11  02  14    00    13.10
SMO 2015   11  02  14    05    12.85
SMO 2015   11  02  14    10    12.78
SMO 2015   11  02  14    15    12.07
SMO 2015   11  02  14    20    12.97
SMO 2015   11  02  14    25    13.09
SMO 2015   11  02  14    30    13.33
SMO 2015   11  02  14    35    12.43
SMO 2015   11  02  14    40    13.18
SMO 2015   11  02  14    45    12.75
SMO 2015   11  02  14    50    12.00
SMO 2015   11  02  14    55    12.95
SMO 2015   11  02  15    00    13.06
SMO 2015   11  02  15    05    12.74
SMO 2015   11  02  15    10    12.58
SMO 2015   11  02  15    15    13.03
SMO 2015   11  02  15    20    13.19
SMO 2015   11  02  15    25    12.12
SMO 2015   11  02  15    30    12.36
SMO 2015   11  02  15    35    12.94
SMO 2015   11  02  15    40    12.98
SMO 2015   11  02  15    45    12.74
SMO 2015   11  02  15    50    12.52
SMO 2015   11  02  15    55    12.36
SMO 2015   11  02  16    00    12.14
SMO 2015   11  02  16    05    13.14
SMO 2015   11  02  16    10    12.92
SMO 2015   11  02  16    15    13.13
SMO 2015   11  02  16    20    12.29
SMO 2015   11  02  16    25    12.90
SMO 2015   11  02  16    30    12.29
SMO 2015   11  02  16    35    12.18
SMO 2015   11  02  16    40    12.91
SMO 2015   11  02  16    45    13.19
SMO 2015   11  02  16    50    12.86
SMO 2015   11  02  16    55    12.71
SMO 2015   11  02  17    00    12.61
SMO 2015   11  02  17    05    12.58
SMO 2015   11  02  17    10    12.84
SMO 2015   11  02  17    15    12.13
SMO 2015   11  02  17    20    12.70
SMO 2015   11  02  17    25    13.00
SMO 2015   11  02  17    30    12.97
SMO 2015   11  02  17    35    12.14
SMO 2015   11  02  17    40    12.77
SMO 2015   11  02  17    45    12.30
SMO 2015   11  02  17    55    12.56
SMO 2015   11  02  18    00    12.79
SMO 2015   11  02  18    05    12.90
SMO 2015   11  02  18    10    12.99
SMO 2015   11  02  18    15    12.61
SMO 2015   11  02  18    20    12.82
SMO 2015   11  02  18    25    12.64
SMO 2015   11  02  18    30    12.26
SMO 2015   11  02  18    35    12.70
SMO 2015   11  02  18    40    13.22
SMO 2015   11  02  18    45    13.05
SMO 2015   11  02  18    50    13.06
SMO 2015   11  02  18    55    12.78
SMO 2015   11  02  19    05    13.44
SMO 2015   11  02  19    10    12.66
SMO 2015   11  02  19    15    12.91
SMO 2015   11  02  19    20    12.58
SMO 2015   11  02  19    25    13.36
SMO 2015   11  02  19    30    13.08
SMO 2015   11  02  19    35    12.95
SMO 2015   11  02  19    40    13.15
SMO 2015   11  02  19    45    13.37
SMO 2015   11  02  19    50    12.60
SMO 2015   11  02  20    00    13.22
SMO 2015   11  02  20    05    12.79
SMO 2015   11  02  20    10    12.77
SMO 2015   11  02  20    15    12.81
SMO 2015   11  02  20    20    13.15
SMO 2015   11  02  20    25    13.10
SMO 2015   11  02  20    30    12.89
SMO 2015   11  02  20    35    12.63
SMO 2015   11  02  20    40    13.34
SMO 2015   11  02  20    45    12.25
SMO 2015   11  02  20    50    12.88
SMO 2015   11  02  20    55    11.73
SMO 2015   11  02  21    00    13.35
SMO 2015   11  02  21    05    12.45
SMO 2015   11  02  21    10    12.74
SMO 2015   11  02  21    15    12.80
SMO 2015   11  02  21    20    13.29
SMO 2015   11  02  21    25    12.73
SMO 2015   11  02  21    30    12.92
SMO 2015   11  02  21    35    12.17
SMO 2015   11  02  21    40    12.19
SMO 2015   11  02  21    45    12.37
SMO 2015   11  02  21    50    12.75
SMO 2015   11  02  21    55    12.41
SMO 2015   11  02  22    00    12.87
SMO 2015   11  02  22    05    13.06
SMO 2015   11  02  22    10    12.99
SMO 2015   11  02  22    15    12.72
SMO 2015   11  02  22    20    13.07
SMO 2015   11  02  22    25    12.12
SMO 2015   11  02  22    30    12.42
SMO 2015   11  02  22    35    12.09
SMO 2015   11  02  22    40    12.91
SMO 2015   11  02  22    45    12.20
SMO 2015   11  02  22    50    12.09
SMO 2015   11  02  22    55    12.99
SMO 2015   11  02  23    00    12.66
SMO 2015   11  02  23    05    11.77
SMO 2015   11  02  23    10    12.85
SMO 2015   11  02  23    15    12.75
SMO 2015   11  02  23    20    12.58
SMO 2015   11  02  23    25    12.82
SMO 2015   11  02  23    30    12.82
SMO 2015   11  02  23    35    13.01
SMO 2015   11  02  23    40    12.62
SMO 2015   11  02  23    45    12.49
SMO 2015   11  02  23    50    12.86
SMO 2015   11  02  23    55    12.83
SMO 2015   11  03  00    00    12.64
SMO 2015   11  03  00    05    12.42
SMO 2015   11  03  00    10    12.54
SMO 2015   11  03  00    15    12.30
SMO 2015   11  03  00    20    13.14
SMO 2015   11  03  00    25    12.14
SMO 2015   11  03  00    30    12.99
SMO 2015   11  03  00    35    12.26
SMO 2015   11  03  00    40    12.48
SMO 2015   11  03  00    45    12.95
SMO 2015   11  03  00    50    12.70
SMO 2015   11  03  00    55    12.71
SMO 2015   11  03  01    00    12.49
SMO 2015   11  03  01    05    13.00
SMO 2015   11  03  01    10    12.39
SMO 2015   11  03  01    15    12.79
SMO 2015   11  03  01    20    12.86
SMO 2015   11  03  01    25    11.91
SMO 2015   11  03  01    30    12.53
SMO 2015   11  03  01    35    12.73
SMO 2015   11  03  01    40    13.08
SMO 2015   11  03  01    45    12.75
SMO 2015   11  03  01    50    12.71
SMO 2015   11  03  01    55    12.44
SMO 2015   11  03  02    00    12.81
SMO 2015   11  03  02    05    12.52
SMO 2015   11  03  02    10    12.71
SMO 2015   11  03  02    15    12.64
SMO 2015   11  03  02    20    12.46
SMO 2015   11  03  02    25    12.43
SMO 2015   11  03  02    30    12.48
SMO 2015   11  03  02    35    11.63
SMO 2015   11  03  02    45    12.48
SMO 2015   11  03  02    50    12.68
SMO 2015   11  03  02    55    12.68
SMO 2015   11  03  03    00    12.47
SMO 2015   11  03  03    05    12.15
SMO 2015   11  03  03    10    13.01
SMO 2015   11  03  03    15    12.28
SMO 2015   11  03  03    20    12.94
SMO 2015   11  03  03    25    12.31
SMO 2015   11  03  03    30    12.33
SMO 2015   11  03  03    35    12.74
SMO 2015   11  03  03    40    13.04
SMO 2015   11  03  03    45    12.81
SMO 2015   11  03  03    50    12.66
SMO 2015   11  03  03    55    12.89
SMO 2015   11  03  04    00    12.48
SMO 2015   11  03  04    05    13.51
SMO 2015   11  03  04    10    12.51
SMO 2015   11  03  04    15    13.28
SMO 2015   11  03  04    20    12.82
SMO 2015   11  03  04    25    12.99
SMO 2015   11  03  04    30    12.87
SMO 2015   11  03  04    35    13.08
SMO 2015   11  03  04    40    12.81
SMO 2015   11  03  04    45    13.43
SMO 2015   11  03  04    50    13.46
SMO 2015   11  03  04    55    12.96
SMO 2015   11  03  05    00    12.83
SMO 2015   11  03  05    05    12.91
SMO 2015   11  03  05    10    13.84
SMO 2015   11  03  05    15    13.10
SMO 2015   11  03  05    20    13.11
SMO 2015   11  03  05    25    13.07
SMO 2015   11  03  05    30    13.59
SMO 2015   11  03  05    35    13.35
SMO 2015   11  03  05    40    13.13
SMO 2015   11  03  05    45    12.89
SMO 2015   11  03  05    50    12.68
SMO 2015   11  03  05    55    13.39
SMO 2015   11  03  06    00    13.19
SMO 2015   11  03  06    05    13.26
SMO 2015   11  03  06    10    13.02
SMO 2015   11  03  06    15    13.24
SMO 2015   11  03  06    20    12.77
SMO 2015   11  03  06    25    13.42
SMO 2015   11  03  06    30    13.15
SMO 2015   11  03  06    35    13.53
SMO 2015   11  03  06    40    12.38
SMO 2015   11  03  06    45    13.50
SMO 2015   11  03  06    50    12.71
SMO 2015   11  03  06    55    13.15
SMO 2015   11  03  07    00    13.67
SMO 2015   11  03  07    05    13.02
SMO 2015   11  03  07    10    13.05
SMO 2015   11  03  07    15    13.05
SMO 2015   11  03  07    20    12.66
SMO 2015   11  03  07    25    12.73
SMO 2015   11  03  07    30    12.39
SMO 2015   11  03  07    35    12.67
SMO 2015   11  03  07    40    12.46
SMO 2015   11  03  07    45    12.53
SMO 2015   11  03  07    50    12.15
SMO 2015   11  03  07    55    12.28
SMO 2015   11  03  08    00    11.67
SMO 2015   11  03  08    05    12.36
SMO 2015   11  03  08    10    12.99
SMO 2015   11  03  08    15    12.40
SMO 2015   11  03  08    20    12.52
SMO 2015   11  03  08    25    13.15
SMO 2015   11  03  08    30    13.21
SMO 2015   11  03  08    35    13.27
SMO 2015   11  03  08    40    13.48
SMO 2015   11  03  08    45    13.00
SMO 2015   11  03  08    50    13.43
SMO 2015   11  03  08    55    13.49
SMO 2015   11  03  09    00    13.38
SMO 2015   11  03  09    05    13.00
SMO 2015   11  03  09    10    13.56
SMO 2015   11  03  09    15    14.11
SMO 2015   11  03  09    20    14.02
SMO 2015   11  03  09    25    13.66
SMO 2015   11  03  09    30    14.19
SMO 2015   11  03  09    35    14.13
SMO 2015   11  03  09    40    14.43
SMO 2015   11  03  09    45    14.11
SMO 2015   11  03  09    50    14.16
