These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   09  05  14    50    27.47
SMO 2015   09  05  14    55    27.55
SMO 2015   09  05  15    00    27.86
SMO 2015   09  05  15    05    27.78
SMO 2015   09  05  15    10    27.90
SMO 2015   09  05  15    15    27.93
SMO 2015   09  05  15    20    27.59
SMO 2015   09  05  15    25    27.62
SMO 2015   09  05  15    30    27.75
SMO 2015   09  05  15    35    27.75
SMO 2015   09  05  15    40    27.97
SMO 2015   09  05  15    45    28.09
SMO 2015   09  05  15    50    27.93
SMO 2015   09  05  15    55    28.25
SMO 2015   09  05  16    00    27.52
SMO 2015   09  05  16    05    27.61
SMO 2015   09  05  16    10    27.98
SMO 2015   09  05  16    15    28.09
SMO 2015   09  05  16    20    28.33
SMO 2015   09  05  16    25    27.65
SMO 2015   09  05  16    30    28.15
SMO 2015   09  05  16    35    28.17
SMO 2015   09  05  16    40    27.76
SMO 2015   09  05  16    45    28.16
SMO 2015   09  05  16    50    28.24
SMO 2015   09  05  16    55    28.11
SMO 2015   09  05  17    00    28.20
SMO 2015   09  05  17    05    28.01
SMO 2015   09  05  17    10    28.53
SMO 2015   09  05  17    15    28.07
SMO 2015   09  05  17    20    27.92
SMO 2015   09  05  17    25    28.11
SMO 2015   09  05  17    30    28.28
SMO 2015   09  05  17    35    28.10
SMO 2015   09  05  17    40    28.28
SMO 2015   09  05  17    45    28.25
SMO 2015   09  05  17    50    28.15
SMO 2015   09  05  17    55    28.03
SMO 2015   09  05  18    00    27.92
SMO 2015   09  05  18    05    28.46
SMO 2015   09  05  18    10    28.56
SMO 2015   09  05  18    15    28.50
SMO 2015   09  05  18    20    28.28
SMO 2015   09  05  18    25    28.55
SMO 2015   09  05  18    30    28.78
SMO 2015   09  05  18    35    28.73
SMO 2015   09  05  18    40    28.37
SMO 2015   09  05  18    45    28.35
SMO 2015   09  05  18    50    28.72
SMO 2015   09  05  18    55    29.07
SMO 2015   09  05  19    00    28.88
SMO 2015   09  05  19    05    29.26
SMO 2015   09  05  19    10    28.75
SMO 2015   09  05  19    15    29.07
SMO 2015   09  05  19    20    29.03
SMO 2015   09  05  19    25    28.98
SMO 2015   09  05  19    30    29.15
SMO 2015   09  05  19    35    29.02
SMO 2015   09  05  19    40    28.73
SMO 2015   09  05  19    45    28.87
SMO 2015   09  05  19    50    28.33
SMO 2015   09  05  19    55    28.87
SMO 2015   09  05  20    00    29.09
SMO 2015   09  05  20    05    28.82
SMO 2015   09  05  20    10    29.20
SMO 2015   09  05  20    20    29.28
SMO 2015   09  05  20    25    28.78
SMO 2015   09  05  20    30    28.50
SMO 2015   09  05  20    35    29.08
SMO 2015   09  05  20    40    28.93
SMO 2015   09  05  20    45    28.71
SMO 2015   09  05  20    50    28.76
SMO 2015   09  05  20    55    29.12
SMO 2015   09  05  21    00    28.99
SMO 2015   09  05  21    05    28.88
SMO 2015   09  05  21    10    28.36
SMO 2015   09  05  21    15    29.09
SMO 2015   09  05  21    20    28.24
SMO 2015   09  05  21    25    28.55
SMO 2015   09  05  21    30    28.64
SMO 2015   09  05  21    35    28.46
SMO 2015   09  05  21    40    28.12
SMO 2015   09  05  21    45    28.64
SMO 2015   09  05  21    50    27.86
SMO 2015   09  05  21    55    28.54
SMO 2015   09  05  22    00    28.22
SMO 2015   09  05  22    05    27.90
SMO 2015   09  05  22    15    28.23
SMO 2015   09  05  22    20    27.93
SMO 2015   09  05  22    25    28.18
SMO 2015   09  05  22    30    27.97
SMO 2015   09  05  22    35    28.39
SMO 2015   09  05  22    40    27.64
SMO 2015   09  05  22    45    27.75
SMO 2015   09  05  22    50    27.17
SMO 2015   09  05  22    55    27.16
SMO 2015   09  05  23    00    27.55
SMO 2015   09  05  23    05    27.69
SMO 2015   09  05  23    10    27.13
SMO 2015   09  05  23    15    27.22
SMO 2015   09  05  23    20    27.27
SMO 2015   09  05  23    25    27.18
SMO 2015   09  05  23    30    27.03
SMO 2015   09  05  23    35    27.14
SMO 2015   09  05  23    40    26.95
SMO 2015   09  05  23    45    27.19
SMO 2015   09  05  23    50    26.52
SMO 2015   09  05  23    55    26.95
SMO 2015   09  06  00    00    26.81
SMO 2015   09  06  00    05    26.92
SMO 2015   09  06  00    10    27.08
SMO 2015   09  06  00    15    26.80
SMO 2015   09  06  00    20    26.60
SMO 2015   09  06  00    25    26.55
SMO 2015   09  06  00    30    26.44
SMO 2015   09  06  00    35    26.34
SMO 2015   09  06  00    40    26.66
SMO 2015   09  06  00    45    26.65
SMO 2015   09  06  00    50    26.53
SMO 2015   09  06  00    55    27.10
SMO 2015   09  06  01    00    26.50
SMO 2015   09  06  01    05    26.84
SMO 2015   09  06  01    10    26.11
SMO 2015   09  06  01    15    26.54
SMO 2015   09  06  01    20    26.29
SMO 2015   09  06  01    25    26.29
SMO 2015   09  06  01    30    26.23
SMO 2015   09  06  01    35    26.27
SMO 2015   09  06  01    40    26.30
SMO 2015   09  06  01    45    26.37
SMO 2015   09  06  01    50    26.31
SMO 2015   09  06  01    55    26.15
SMO 2015   09  06  02    00    25.58
SMO 2015   09  06  02    05    25.91
SMO 2015   09  06  02    10    25.77
SMO 2015   09  06  02    15    26.03
SMO 2015   09  06  02    20    25.86
SMO 2015   09  06  02    25    25.84
SMO 2015   09  06  02    30    26.00
SMO 2015   09  06  02    35    26.22
SMO 2015   09  06  02    40    26.06
SMO 2015   09  06  02    45    25.82
SMO 2015   09  06  02    50    26.10
SMO 2015   09  06  02    55    26.05
SMO 2015   09  06  03    00    25.81
SMO 2015   09  06  03    05    26.60
SMO 2015   09  06  03    10    26.07
SMO 2015   09  06  03    15    26.42
SMO 2015   09  06  03    20    26.42
SMO 2015   09  06  03    25    26.24
SMO 2015   09  06  03    30    26.44
SMO 2015   09  06  03    35    26.61
SMO 2015   09  06  03    40    26.49
SMO 2015   09  06  03    45    26.26
SMO 2015   09  06  03    50    25.90
SMO 2015   09  06  03    55    26.24
SMO 2015   09  06  04    00    26.04
SMO 2015   09  06  04    05    26.87
SMO 2015   09  06  04    10    26.90
SMO 2015   09  06  04    15    26.36
SMO 2015   09  06  04    20    26.98
SMO 2015   09  06  04    25    26.84
SMO 2015   09  06  04    30    26.84
SMO 2015   09  06  04    35    27.19
SMO 2015   09  06  04    40    27.13
SMO 2015   09  06  04    45    27.25
SMO 2015   09  06  04    50    27.40
SMO 2015   09  06  04    55    27.69
SMO 2015   09  06  05    00    27.21
SMO 2015   09  06  05    05    27.25
SMO 2015   09  06  05    10    27.80
SMO 2015   09  06  05    15    27.67
SMO 2015   09  06  05    20    27.67
SMO 2015   09  06  05    25    28.22
SMO 2015   09  06  05    30    28.59
SMO 2015   09  06  05    35    28.86
SMO 2015   09  06  05    40    29.05
SMO 2015   09  06  05    45    28.80
SMO 2015   09  06  05    50    29.30
SMO 2015   09  06  05    55    29.23
SMO 2015   09  06  06    00    29.16
SMO 2015   09  06  06    05    29.62
SMO 2015   09  06  06    10    29.58
SMO 2015   09  06  06    15    29.82
SMO 2015   09  06  06    20    30.13
SMO 2015   09  06  06    25    30.26
SMO 2015   09  06  06    30    30.27
SMO 2015   09  06  06    35    30.30
SMO 2015   09  06  06    40    30.75
SMO 2015   09  06  06    45    30.69
SMO 2015   09  06  06    50    30.17
SMO 2015   09  06  06    55    30.79
SMO 2015   09  06  07    00    30.72
SMO 2015   09  06  07    05    31.97
SMO 2015   09  06  07    10    31.61
SMO 2015   09  06  07    15    31.88
SMO 2015   09  06  07    20    33.02
SMO 2015   09  06  07    25    32.44
SMO 2015   09  06  07    30    32.51
SMO 2015   09  06  07    35    32.81
SMO 2015   09  06  07    40    33.34
SMO 2015   09  06  07    45    32.93
SMO 2015   09  06  07    50    32.52
SMO 2015   09  06  07    55    32.92
SMO 2015   09  06  08    00    33.55
SMO 2015   09  06  08    05    34.02
SMO 2015   09  06  08    10    34.00
SMO 2015   09  06  08    15    34.24
SMO 2015   09  06  08    20    33.12
SMO 2015   09  06  08    25    33.36
SMO 2015   09  06  08    30    32.63
SMO 2015   09  06  08    35    33.16
SMO 2015   09  06  08    40    32.48
SMO 2015   09  06  08    45    33.55
SMO 2015   09  06  08    50    33.30
SMO 2015   09  06  08    55    32.82
SMO 2015   09  06  09    00    32.61
SMO 2015   09  06  09    05    32.17
SMO 2015   09  06  09    10    32.85
SMO 2015   09  06  09    15    33.12
SMO 2015   09  06  09    20    33.01
SMO 2015   09  06  09    25    33.10
SMO 2015   09  06  09    30    33.19
SMO 2015   09  06  09    35    32.89
SMO 2015   09  06  09    40    32.58
SMO 2015   09  06  09    45    32.91
SMO 2015   09  06  09    50    32.91
SMO 2015   09  06  09    55    33.82
SMO 2015   09  06  10    00    34.00
SMO 2015   09  06  10    05    33.86
SMO 2015   09  06  10    10    34.07
SMO 2015   09  06  10    15    33.89
SMO 2015   09  06  10    20    34.38
SMO 2015   09  06  10    25    34.31
SMO 2015   09  06  10    30    33.83
SMO 2015   09  06  10    35    34.30
SMO 2015   09  06  10    40    33.93
SMO 2015   09  06  10    45    34.63
SMO 2015   09  06  10    50    34.32
SMO 2015   09  06  10    55    34.16
SMO 2015   09  06  11    00    34.33
SMO 2015   09  06  11    05    34.72
SMO 2015   09  06  11    10    34.96
SMO 2015   09  06  11    15    34.49
SMO 2015   09  06  11    20    35.42
SMO 2015   09  06  11    25    35.12
SMO 2015   09  06  11    30    35.25
SMO 2015   09  06  11    35    35.13
SMO 2015   09  06  11    40    35.64
SMO 2015   09  06  11    45    35.59
SMO 2015   09  06  11    50    35.11
SMO 2015   09  06  11    55    35.34
SMO 2015   09  06  12    00    35.64
SMO 2015   09  06  12    05    35.92
SMO 2015   09  06  12    10    35.59
SMO 2015   09  06  12    15    35.15
SMO 2015   09  06  12    20    35.20
SMO 2015   09  06  12    25    35.55
SMO 2015   09  06  12    30    35.97
SMO 2015   09  06  12    35    35.70
SMO 2015   09  06  12    40    35.39
SMO 2015   09  06  12    45    35.88
SMO 2015   09  06  12    50    35.45
SMO 2015   09  06  12    55    35.32
SMO 2015   09  06  13    00    35.34
SMO 2015   09  06  13    05    36.11
SMO 2015   09  06  13    10    35.47
SMO 2015   09  06  13    15    34.81
SMO 2015   09  06  13    20    35.49
SMO 2015   09  06  13    25    35.28
SMO 2015   09  06  13    30    35.13
SMO 2015   09  06  13    35    35.64
SMO 2015   09  06  13    40    35.51
SMO 2015   09  06  13    45    35.18
SMO 2015   09  06  13    50    35.40
SMO 2015   09  06  13    55    34.95
SMO 2015   09  06  14    00    35.63
SMO 2015   09  06  14    05    34.85
SMO 2015   09  06  14    10    34.93
SMO 2015   09  06  14    15    34.82
SMO 2015   09  06  14    20    34.89
SMO 2015   09  06  14    25    34.81
SMO 2015   09  06  14    30    35.09
SMO 2015   09  06  14    35    35.57
SMO 2015   09  06  14    40    35.32
SMO 2015   09  06  14    45    35.04
SMO 2015   09  06  14    50    35.13
SMO 2015   09  06  14    55    35.47
SMO 2015   09  06  15    00    35.05
SMO 2015   09  06  15    05    34.99
SMO 2015   09  06  15    10    35.85
SMO 2015   09  06  15    15    36.23
SMO 2015   09  06  15    20    35.55
SMO 2015   09  06  15    25    35.11
SMO 2015   09  06  15    30    35.04
SMO 2015   09  06  15    35    35.10
SMO 2015   09  06  15    40    35.99
SMO 2015   09  06  15    45    36.54
SMO 2015   09  06  15    50    36.56
SMO 2015   09  06  15    55    35.81
SMO 2015   09  06  16    00    36.11
SMO 2015   09  06  16    05    35.82
SMO 2015   09  06  16    10    36.40
SMO 2015   09  06  16    15    36.57
SMO 2015   09  06  16    20    36.64
SMO 2015   09  06  16    25    36.98
SMO 2015   09  06  16    30    36.71
SMO 2015   09  06  16    35    37.07
SMO 2015   09  06  16    40    37.53
SMO 2015   09  06  16    45    36.31
SMO 2015   09  06  16    50    37.13
SMO 2015   09  06  16    55    36.63
SMO 2015   09  06  17    00    36.89
SMO 2015   09  06  17    10    37.46
SMO 2015   09  06  17    15    37.21
SMO 2015   09  06  17    20    37.62
SMO 2015   09  06  17    25    37.71
SMO 2015   09  06  17    30    38.26
SMO 2015   09  06  17    35    38.05
SMO 2015   09  06  17    40    38.11
SMO 2015   09  06  17    45    38.00
SMO 2015   09  06  17    50    38.11
SMO 2015   09  06  17    55    38.41
SMO 2015   09  06  18    00    38.53
SMO 2015   09  06  18    05    38.01
SMO 2015   09  06  18    10    38.01
SMO 2015   09  06  18    15    37.77
SMO 2015   09  06  18    20    37.61
SMO 2015   09  06  18    25    37.54
SMO 2015   09  06  18    30    36.97
SMO 2015   09  06  18    35    36.73
SMO 2015   09  06  18    40    36.90
SMO 2015   09  06  18    45    37.19
SMO 2015   09  06  18    50    36.89
SMO 2015   09  06  18    55    36.36
SMO 2015   09  06  19    00    36.20
SMO 2015   09  06  19    05    36.91
SMO 2015   09  06  19    10    37.53
SMO 2015   09  06  19    15    37.86
SMO 2015   09  06  19    20    37.80
SMO 2015   09  06  19    25    38.57
SMO 2015   09  06  19    30    39.48
SMO 2015   09  06  19    35    39.26
SMO 2015   09  06  19    40    38.94
SMO 2015   09  06  19    45    38.50
SMO 2015   09  06  19    50    39.68
SMO 2015   09  06  19    55    39.06
SMO 2015   09  06  20    00    38.50
SMO 2015   09  06  20    05    38.36
SMO 2015   09  06  20    10    37.54
SMO 2015   09  06  20    15    37.81
SMO 2015   09  06  20    20    37.76
SMO 2015   09  06  20    25    38.36
SMO 2015   09  06  20    30    39.12
SMO 2015   09  06  20    35    39.17
SMO 2015   09  06  20    40    38.91
SMO 2015   09  06  20    45    38.99
SMO 2015   09  06  20    50    39.23
SMO 2015   09  06  20    55    38.92
SMO 2015   09  06  21    00    39.24
SMO 2015   09  06  21    05    38.43
SMO 2015   09  06  21    10    38.59
SMO 2015   09  06  21    15    38.28
SMO 2015   09  06  21    20    38.23
SMO 2015   09  06  21    25    38.65
SMO 2015   09  06  21    30    37.34
SMO 2015   09  06  21    35    37.63
SMO 2015   09  06  21    40    38.10
SMO 2015   09  06  21    45    37.62
SMO 2015   09  06  21    50    37.54
SMO 2015   09  06  21    55    37.33
SMO 2015   09  06  22    00    37.36
SMO 2015   09  06  22    05    37.36
SMO 2015   09  06  22    10    37.58
SMO 2015   09  06  22    15    37.22
SMO 2015   09  06  22    20    37.91
SMO 2015   09  06  22    25    37.66
SMO 2015   09  06  22    30    37.78
SMO 2015   09  06  22    35    38.13
SMO 2015   09  06  22    40    37.94
SMO 2015   09  06  22    45    38.60
SMO 2015   09  06  22    50    37.93
SMO 2015   09  06  22    55    37.20
SMO 2015   09  06  23    00    36.64
SMO 2015   09  06  23    05    36.97
SMO 2015   09  06  23    10    37.47
SMO 2015   09  06  23    15    37.45
SMO 2015   09  06  23    20    36.83
SMO 2015   09  06  23    25    36.32
SMO 2015   09  06  23    35    36.94
SMO 2015   09  06  23    40    36.76
SMO 2015   09  06  23    45    36.39
SMO 2015   09  06  23    50    36.75
SMO 2015   09  06  23    55    36.07
SMO 2015   09  07  00    00    36.63
SMO 2015   09  07  00    05    36.65
SMO 2015   09  07  00    10    36.73
SMO 2015   09  07  00    15    36.51
SMO 2015   09  07  00    20    36.06
SMO 2015   09  07  00    25    36.40
SMO 2015   09  07  00    30    35.65
SMO 2015   09  07  00    35    35.44
SMO 2015   09  07  00    40    35.29
SMO 2015   09  07  00    45    35.32
SMO 2015   09  07  00    50    35.35
SMO 2015   09  07  00    55    34.91
SMO 2015   09  07  01    00    34.78
SMO 2015   09  07  01    05    34.76
SMO 2015   09  07  01    10    34.68
SMO 2015   09  07  01    15    34.89
SMO 2015   09  07  01    20    34.89
SMO 2015   09  07  01    25    34.44
SMO 2015   09  07  01    30    34.42
SMO 2015   09  07  01    35    34.36
SMO 2015   09  07  01    40    34.23
SMO 2015   09  07  01    45    34.32
SMO 2015   09  07  01    50    34.25
SMO 2015   09  07  01    55    34.58
SMO 2015   09  07  02    00    33.96
SMO 2015   09  07  02    05    33.75
SMO 2015   09  07  02    10    33.29
SMO 2015   09  07  02    15    33.21
SMO 2015   09  07  02    20    33.00
SMO 2015   09  07  02    25    32.90
SMO 2015   09  07  02    30    33.01
SMO 2015   09  07  02    35    32.72
SMO 2015   09  07  02    40    32.69
SMO 2015   09  07  02    45    32.36
SMO 2015   09  07  02    50    32.41
SMO 2015   09  07  02    55    32.67
SMO 2015   09  07  03    00    32.40
SMO 2015   09  07  03    05    32.49
SMO 2015   09  07  03    10    32.42
SMO 2015   09  07  03    15    32.55
SMO 2015   09  07  03    20    32.41
SMO 2015   09  07  03    25    32.14
SMO 2015   09  07  03    30    32.51
SMO 2015   09  07  03    35    32.25
SMO 2015   09  07  03    40    32.69
SMO 2015   09  07  03    45    33.28
SMO 2015   09  07  03    50    33.83
SMO 2015   09  07  03    55    32.88
SMO 2015   09  07  04    00    34.31
SMO 2015   09  07  04    05    34.01
SMO 2015   09  07  04    10    33.70
SMO 2015   09  07  04    15    33.62
SMO 2015   09  07  04    20    33.79
SMO 2015   09  07  04    25    33.01
SMO 2015   09  07  04    30    33.35
SMO 2015   09  07  04    35    33.36
SMO 2015   09  07  04    40    32.99
SMO 2015   09  07  04    45    32.93
SMO 2015   09  07  04    50    33.16
SMO 2015   09  07  04    55    33.31
SMO 2015   09  07  05    00    33.40
SMO 2015   09  07  05    05    33.79
SMO 2015   09  07  05    10    33.63
SMO 2015   09  07  05    15    33.06
SMO 2015   09  07  05    20    33.39
SMO 2015   09  07  05    25    32.90
SMO 2015   09  07  05    30    32.94
SMO 2015   09  07  05    35    32.87
SMO 2015   09  07  05    40    32.87
SMO 2015   09  07  05    45    32.91
SMO 2015   09  07  05    50    32.98
SMO 2015   09  07  05    55    32.86
SMO 2015   09  07  06    00    32.57
SMO 2015   09  07  06    05    32.63
SMO 2015   09  07  06    10    32.28
SMO 2015   09  07  06    15    32.39
SMO 2015   09  07  06    20    32.18
SMO 2015   09  07  06    25    32.55
SMO 2015   09  07  06    30    32.80
SMO 2015   09  07  06    35    32.86
SMO 2015   09  07  06    40    32.89
SMO 2015   09  07  06    45    33.00
SMO 2015   09  07  06    50    33.00
SMO 2015   09  07  06    55    32.80
SMO 2015   09  07  07    00    33.09
SMO 2015   09  07  07    05    33.81
SMO 2015   09  07  07    10    34.11
SMO 2015   09  07  07    15    33.31
SMO 2015   09  07  07    20    34.09
SMO 2015   09  07  07    25    34.23
SMO 2015   09  07  07    30    34.57
SMO 2015   09  07  07    35    35.08
SMO 2015   09  07  07    40    34.86
SMO 2015   09  07  07    45    35.26
SMO 2015   09  07  07    50    35.50
SMO 2015   09  07  07    55    35.62
SMO 2015   09  07  08    00    35.32
SMO 2015   09  07  08    05    35.15
SMO 2015   09  07  08    10    35.54
SMO 2015   09  07  08    15    35.28
SMO 2015   09  07  08    20    35.52
SMO 2015   09  07  08    25    34.79
SMO 2015   09  07  08    30    35.54
SMO 2015   09  07  08    35    35.39
SMO 2015   09  07  08    40    35.18
SMO 2015   09  07  08    45    35.16
SMO 2015   09  07  08    50    35.63
SMO 2015   09  07  08    55    35.53
SMO 2015   09  07  09    00    35.04
SMO 2015   09  07  09    05    34.91
SMO 2015   09  07  09    10    35.24
SMO 2015   09  07  09    15    34.83
SMO 2015   09  07  09    20    34.70
SMO 2015   09  07  09    25    34.85
SMO 2015   09  07  09    30    34.43
SMO 2015   09  07  09    35    34.34
SMO 2015   09  07  09    40    34.01
SMO 2015   09  07  09    45    31.99
SMO 2015   09  07  09    50    31.61
SMO 2015   09  07  09    55    31.55
SMO 2015   09  07  10    00    31.57
SMO 2015   09  07  10    05    32.05
SMO 2015   09  07  10    10    31.39
SMO 2015   09  07  10    15    31.29
SMO 2015   09  07  10    20    31.25
SMO 2015   09  07  10    25    30.14
