These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   01  13  04    45     5.31
SMO 2015   01  13  04    50     5.17
SMO 2015   01  13  04    55     5.00
SMO 2015   01  13  05    00     5.27
SMO 2015   01  13  05    05     4.90
SMO 2015   01  13  05    10     5.19
SMO 2015   01  13  05    15     4.77
SMO 2015   01  13  05    20     5.47
SMO 2015   01  13  05    25     5.18
SMO 2015   01  13  05    30     5.05
SMO 2015   01  13  05    35     5.13
SMO 2015   01  13  05    40     5.40
SMO 2015   01  13  05    45     5.44
SMO 2015   01  13  05    50     5.31
SMO 2015   01  13  05    55     4.61
SMO 2015   01  13  06    00     4.50
SMO 2015   01  13  06    05     5.26
SMO 2015   01  13  06    10     4.90
SMO 2015   01  13  06    15     5.58
SMO 2015   01  13  06    20     5.23
SMO 2015   01  13  06    25     5.18
SMO 2015   01  13  06    30     5.19
SMO 2015   01  13  06    35     5.28
SMO 2015   01  13  06    40     5.23
SMO 2015   01  13  06    45     5.48
SMO 2015   01  13  06    50     5.71
SMO 2015   01  13  06    55     5.05
SMO 2015   01  13  07    00     5.33
SMO 2015   01  13  07    05     5.39
SMO 2015   01  13  07    10     5.30
SMO 2015   01  13  07    15     9.51
SMO 2015   01  13  07    20     7.13
SMO 2015   01  13  07    25     4.40
SMO 2015   01  13  07    30     5.94
SMO 2015   01  13  07    35     5.01
SMO 2015   01  13  07    40     5.18
SMO 2015   01  13  07    45     5.59
SMO 2015   01  13  07    50     5.82
SMO 2015   01  13  07    55     4.97
SMO 2015   01  13  08    00     5.14
SMO 2015   01  13  08    05     4.80
SMO 2015   01  13  08    10     4.85
SMO 2015   01  13  08    15     5.24
SMO 2015   01  13  08    20     5.02
SMO 2015   01  13  08    25     5.88
SMO 2015   01  13  08    30     5.52
SMO 2015   01  13  08    35     5.52
SMO 2015   01  13  08    40     4.83
SMO 2015   01  13  08    45     5.43
SMO 2015   01  13  08    50     5.68
SMO 2015   01  13  08    55     5.58
SMO 2015   01  13  09    00     4.72
SMO 2015   01  13  09    05     5.39
SMO 2015   01  13  09    10     4.99
SMO 2015   01  13  09    15     5.17
SMO 2015   01  13  09    20     5.32
SMO 2015   01  13  09    25     5.97
SMO 2015   01  13  09    30     5.41
SMO 2015   01  13  09    35     5.34
SMO 2015   01  13  09    40     4.98
SMO 2015   01  13  09    45     5.65
SMO 2015   01  13  09    50     5.52
SMO 2015   01  13  09    55     5.96
SMO 2015   01  13  10    00     4.47
SMO 2015   01  13  10    05     5.19
SMO 2015   01  13  10    10     4.71
SMO 2015   01  13  10    15     5.38
SMO 2015   01  13  10    20     5.82
SMO 2015   01  13  10    25     5.89
SMO 2015   01  13  10    30     5.43
SMO 2015   01  13  10    35     5.90
SMO 2015   01  13  10    40     5.13
SMO 2015   01  13  10    45     5.81
SMO 2015   01  13  10    50     5.77
SMO 2015   01  13  10    55     6.17
SMO 2015   01  13  11    00     5.44
SMO 2015   01  13  11    05     6.02
SMO 2015   01  13  11    10     5.67
SMO 2015   01  13  11    15     6.62
SMO 2015   01  13  11    20     5.94
SMO 2015   01  13  11    25     5.69
SMO 2015   01  13  11    30     5.58
SMO 2015   01  13  11    35     6.22
SMO 2015   01  13  11    40     6.35
SMO 2015   01  13  11    45     6.15
SMO 2015   01  13  11    50     6.02
SMO 2015   01  13  11    55     6.09
SMO 2015   01  13  12    00     5.76
SMO 2015   01  13  12    05     6.11
SMO 2015   01  13  12    10     5.51
SMO 2015   01  13  12    15     5.77
SMO 2015   01  13  12    20     5.74
SMO 2015   01  13  12    25     6.18
SMO 2015   01  13  12    30     5.67
SMO 2015   01  13  12    35     5.91
SMO 2015   01  13  12    40     6.17
SMO 2015   01  13  12    45     6.28
SMO 2015   01  13  12    50     6.23
SMO 2015   01  13  12    55     6.23
SMO 2015   01  13  13    00     5.66
SMO 2015   01  13  13    05     6.49
SMO 2015   01  13  13    10     5.93
SMO 2015   01  13  13    15     6.25
SMO 2015   01  13  13    20     6.03
SMO 2015   01  13  13    25     5.96
SMO 2015   01  13  13    30     6.49
SMO 2015   01  13  13    35     6.54
SMO 2015   01  13  13    40     5.91
SMO 2015   01  13  13    45     6.50
SMO 2015   01  13  13    50     6.56
SMO 2015   01  13  13    55     6.63
SMO 2015   01  13  14    00     6.10
SMO 2015   01  13  14    05     6.48
SMO 2015   01  13  14    10     6.30
SMO 2015   01  13  14    15     6.45
SMO 2015   01  13  14    20     6.59
SMO 2015   01  13  14    25     6.97
SMO 2015   01  13  14    30     6.26
SMO 2015   01  13  14    35     6.53
SMO 2015   01  13  14    40     6.79
SMO 2015   01  13  14    45     7.14
SMO 2015   01  13  14    50     6.71
SMO 2015   01  13  14    55     6.90
SMO 2015   01  13  15    00     6.46
SMO 2015   01  13  15    05     6.88
SMO 2015   01  13  15    10     6.34
SMO 2015   01  13  15    15     6.60
SMO 2015   01  13  15    20     6.42
SMO 2015   01  13  15    25     6.42
SMO 2015   01  13  15    30  9999.99
SMO 2015   01  13  15    35  9999.99
SMO 2015   01  13  15    40  9999.99
SMO 2015   01  13  15    45  9999.99
SMO 2015   01  13  15    50  9999.99
SMO 2015   01  13  15    55  9999.99
SMO 2015   01  13  16    00  9999.99
SMO 2015   01  13  16    05  9999.99
SMO 2015   01  13  16    10  9999.99
SMO 2015   01  13  16    15  9999.99
SMO 2015   01  13  16    20  9999.99
SMO 2015   01  13  16    25  9999.99
SMO 2015   01  13  16    30  9999.99
SMO 2015   01  13  16    35  9999.99
SMO 2015   01  13  16    40  9999.99
SMO 2015   01  13  16    45  9999.99
SMO 2015   01  13  16    50  9999.99
SMO 2015   01  13  16    55  9999.99
SMO 2015   01  13  17    00  9999.99
SMO 2015   01  13  17    05  9999.99
SMO 2015   01  13  17    10  9999.99
SMO 2015   01  13  17    15  9999.99
SMO 2015   01  13  17    20  9999.99
SMO 2015   01  13  17    25  9999.99
SMO 2015   01  13  17    30     4.98
SMO 2015   01  13  17    35     3.83
SMO 2015   01  13  17    40     4.95
SMO 2015   01  13  17    45     3.92
SMO 2015   01  13  17    50     4.35
SMO 2015   01  13  17    55     3.69
SMO 2015   01  13  18    00     5.35
SMO 2015   01  13  18    05     5.16
SMO 2015   01  13  18    10     6.52
SMO 2015   01  13  18    15     4.94
SMO 2015   01  13  18    20     5.93
SMO 2015   01  13  18    25     5.38
SMO 2015   01  13  18    30     6.07
SMO 2015   01  13  18    35     5.28
SMO 2015   01  13  18    40     5.55
SMO 2015   01  13  18    45     5.57
SMO 2015   01  13  18    50     6.34
SMO 2015   01  13  18    55     5.84
SMO 2015   01  13  19    00     6.12
SMO 2015   01  13  19    05     5.62
SMO 2015   01  13  19    10     6.18
SMO 2015   01  13  19    15     5.33
SMO 2015   01  13  19    20     5.93
SMO 2015   01  13  19    25     5.94
SMO 2015   01  13  19    30     6.12
SMO 2015   01  13  19    35     6.41
SMO 2015   01  13  19    40     6.06
SMO 2015   01  13  19    45     6.17
SMO 2015   01  13  19    50     6.22
SMO 2015   01  13  19    55     6.38
SMO 2015   01  13  20    00     5.92
SMO 2015   01  13  20    05     6.51
SMO 2015   01  13  20    10     6.14
SMO 2015   01  13  20    15     6.42
SMO 2015   01  13  20    20     6.24
SMO 2015   01  13  20    25     5.97
SMO 2015   01  13  20    30     5.70
SMO 2015   01  13  20    35     5.95
SMO 2015   01  13  20    40     5.48
SMO 2015   01  13  20    45     6.43
SMO 2015   01  13  20    50     7.00
SMO 2015   01  13  20    55     5.62
SMO 2015   01  13  21    00     6.00
SMO 2015   01  13  21    05     5.67
SMO 2015   01  13  21    10     5.68
SMO 2015   01  13  21    15     5.71
SMO 2015   01  13  21    20     6.09
SMO 2015   01  13  21    25     5.94
SMO 2015   01  13  21    30     5.71
SMO 2015   01  13  21    35     5.48
SMO 2015   01  13  21    40     6.07
SMO 2015   01  13  21    45     6.44
SMO 2015   01  13  21    50     6.28
SMO 2015   01  13  21    55     8.21
SMO 2015   01  13  22    00     9.61
SMO 2015   01  13  22    05     5.84
SMO 2015   01  13  22    10     5.97
SMO 2015   01  13  22    15     5.82
SMO 2015   01  13  22    20     6.25
SMO 2015   01  13  22    25     5.85
SMO 2015   01  13  22    30     6.16
SMO 2015   01  13  22    35     5.63
SMO 2015   01  13  22    40     6.25
SMO 2015   01  13  22    45     5.49
SMO 2015   01  13  22    50     5.79
SMO 2015   01  13  22    55     5.94
SMO 2015   01  13  23    00     6.33
SMO 2015   01  13  23    05     5.96
SMO 2015   01  13  23    10     5.26
SMO 2015   01  13  23    15     5.72
SMO 2015   01  13  23    20     5.56
SMO 2015   01  13  23    25     5.47
SMO 2015   01  13  23    30     5.43
SMO 2015   01  13  23    35     5.39
SMO 2015   01  13  23    40     5.36
SMO 2015   01  13  23    45     5.71
SMO 2015   01  13  23    50     5.76
SMO 2015   01  13  23    55     5.83
SMO 2015   01  14  00    00     5.19
SMO 2015   01  14  00    05     5.31
SMO 2015   01  14  00    10     5.32
SMO 2015   01  14  00    15     5.82
SMO 2015   01  14  00    20     5.59
SMO 2015   01  14  00    25     5.33
SMO 2015   01  14  00    30     5.65
SMO 2015   01  14  00    35     5.00
SMO 2015   01  14  00    40     5.65
SMO 2015   01  14  00    45     5.10
SMO 2015   01  14  00    50     6.40
SMO 2015   01  14  00    55     6.08
SMO 2015   01  14  01    00     5.48
SMO 2015   01  14  01    05     5.68
SMO 2015   01  14  01    10     5.50
SMO 2015   01  14  01    15     5.57
SMO 2015   01  14  01    20     5.50
SMO 2015   01  14  01    25     5.44
SMO 2015   01  14  01    30     5.32
SMO 2015   01  14  01    35     5.81
SMO 2015   01  14  01    40     6.17
SMO 2015   01  14  01    45     5.61
SMO 2015   01  14  01    50     5.66
SMO 2015   01  14  01    55     4.81
SMO 2015   01  14  02    00     5.34
SMO 2015   01  14  02    05     5.38
SMO 2015   01  14  02    10     5.62
SMO 2015   01  14  02    15     5.47
SMO 2015   01  14  02    20     5.17
SMO 2015   01  14  02    25     5.32
SMO 2015   01  14  02    30     4.91
SMO 2015   01  14  02    35     4.97
SMO 2015   01  14  02    40     6.07
SMO 2015   01  14  02    45     6.61
SMO 2015   01  14  02    50     5.07
SMO 2015   01  14  02    55     5.80
SMO 2015   01  14  03    00     5.34
SMO 2015   01  14  03    05     5.50
SMO 2015   01  14  03    10     5.51
SMO 2015   01  14  03    15     5.77
SMO 2015   01  14  03    20     5.74
SMO 2015   01  14  03    25     6.10
SMO 2015   01  14  03    30     5.83
SMO 2015   01  14  03    35     5.15
SMO 2015   01  14  03    40     5.47
SMO 2015   01  14  03    45     5.55
SMO 2015   01  14  03    50     5.68
SMO 2015   01  14  03    55     5.61
SMO 2015   01  14  04    00     5.45
SMO 2015   01  14  04    05     5.31
SMO 2015   01  14  04    10     5.38
SMO 2015   01  14  04    15     5.22
SMO 2015   01  14  04    20     5.44
SMO 2015   01  14  04    25     5.02
SMO 2015   01  14  04    30     4.77
SMO 2015   01  14  04    35     5.22
SMO 2015   01  14  04    40     5.85
SMO 2015   01  14  04    45     5.41
SMO 2015   01  14  04    50     5.94
SMO 2015   01  14  04    55     5.29
SMO 2015   01  14  05    00     6.22
SMO 2015   01  14  05    05     5.29
SMO 2015   01  14  05    10     5.61
SMO 2015   01  14  05    15     5.44
SMO 2015   01  14  05    20     4.69
SMO 2015   01  14  05    25     4.34
SMO 2015   01  14  05    30     6.42
SMO 2015   01  14  05    35     6.66
SMO 2015   01  14  05    40     6.54
SMO 2015   01  14  05    45     5.82
SMO 2015   01  14  05    50     6.27
SMO 2015   01  14  05    55     5.87
SMO 2015   01  14  06    00     5.62
SMO 2015   01  14  06    05     6.03
SMO 2015   01  14  06    10     5.41
SMO 2015   01  14  06    15     6.09
SMO 2015   01  14  06    20     5.65
SMO 2015   01  14  06    25     6.36
SMO 2015   01  14  06    30     6.10
SMO 2015   01  14  06    35     6.33
SMO 2015   01  14  06    40     6.16
SMO 2015   01  14  06    45     6.54
SMO 2015   01  14  06    50     6.32
SMO 2015   01  14  06    55     6.13
SMO 2015   01  14  07    00     6.28
SMO 2015   01  14  07    05     6.11
SMO 2015   01  14  07    10     6.27
SMO 2015   01  14  07    15     6.01
SMO 2015   01  14  07    20     6.68
SMO 2015   01  14  07    25     6.01
SMO 2015   01  14  07    30     6.49
SMO 2015   01  14  07    35     6.13
SMO 2015   01  14  07    40     6.15
SMO 2015   01  14  07    45     6.27
SMO 2015   01  14  07    50     6.21
SMO 2015   01  14  07    55     5.85
SMO 2015   01  14  08    00     5.46
SMO 2015   01  14  08    05     6.58
SMO 2015   01  14  08    10     6.58
SMO 2015   01  14  08    15  9999.99
SMO 2015   01  14  08    20  9999.99
SMO 2015   01  14  08    25  9999.99
SMO 2015   01  14  08    30  9999.99
SMO 2015   01  14  08    35  9999.99
SMO 2015   01  14  08    40  9999.99
SMO 2015   01  14  08    45  9999.99
SMO 2015   01  14  08    50  9999.99
SMO 2015   01  14  08    55  9999.99
SMO 2015   01  14  09    00     5.62
SMO 2015   01  14  09    05     4.58
SMO 2015   01  14  09    10     5.35
SMO 2015   01  14  09    15     4.72
SMO 2015   01  14  09    20     4.02
SMO 2015   01  14  09    25     5.04
SMO 2015   01  14  09    30     3.56
SMO 2015   01  14  09    35     4.12
SMO 2015   01  14  09    40     3.02
SMO 2015   01  14  09    45     4.09
SMO 2015   01  14  09    50     4.89
SMO 2015   01  14  09    55     4.83
SMO 2015   01  14  10    00     6.51
SMO 2015   01  14  10    05     5.66
SMO 2015   01  14  10    10     6.32
SMO 2015   01  14  10    15     4.73
SMO 2015   01  14  10    20     5.16
SMO 2015   01  14  10    25     5.27
SMO 2015   01  14  10    30     5.14
SMO 2015   01  14  10    35     5.84
SMO 2015   01  14  10    40     5.84
SMO 2015   01  14  10    45     6.18
SMO 2015   01  14  10    50     5.91
SMO 2015   01  14  10    55     6.62
SMO 2015   01  14  11    00     5.46
SMO 2015   01  14  11    05     6.84
SMO 2015   01  14  11    10     6.59
SMO 2015   01  14  11    15     6.96
SMO 2015   01  14  11    20     6.62
SMO 2015   01  14  11    25     6.86
SMO 2015   01  14  11    30     6.83
SMO 2015   01  14  11    35     6.36
SMO 2015   01  14  11    40     6.50
SMO 2015   01  14  11    45     5.78
SMO 2015   01  14  11    50     6.44
SMO 2015   01  14  11    55     5.92
SMO 2015   01  14  12    00     6.21
SMO 2015   01  14  12    05     6.21
SMO 2015   01  14  12    10  9999.99
SMO 2015   01  14  12    15  9999.99
SMO 2015   01  14  12    20  9999.99
SMO 2015   01  14  12    25  9999.99
SMO 2015   01  14  12    30  9999.99
SMO 2015   01  14  12    35  9999.99
SMO 2015   01  14  12    40     5.90
SMO 2015   01  14  12    45     5.41
SMO 2015   01  14  12    50     5.80
SMO 2015   01  14  12    55     4.39
SMO 2015   01  14  13    00     5.77
SMO 2015   01  14  13    05     6.26
SMO 2015   01  14  13    10     6.61
SMO 2015   01  14  13    15     6.50
SMO 2015   01  14  13    20     6.93
SMO 2015   01  14  13    25     6.50
SMO 2015   01  14  13    30     6.49
SMO 2015   01  14  13    35     5.85
SMO 2015   01  14  13    40     6.53
SMO 2015   01  14  13    45     6.95
SMO 2015   01  14  13    50     6.78
SMO 2015   01  14  13    55     6.96
SMO 2015   01  14  14    00     7.06
SMO 2015   01  14  14    05     6.83
SMO 2015   01  14  14    10     6.69
SMO 2015   01  14  14    15     6.57
SMO 2015   01  14  14    20     7.03
SMO 2015   01  14  14    25     6.47
SMO 2015   01  14  14    30     6.79
SMO 2015   01  14  14    35     6.91
SMO 2015   01  14  14    40     6.54
SMO 2015   01  14  14    45     6.91
SMO 2015   01  14  14    50     6.64
SMO 2015   01  14  14    55     6.80
SMO 2015   01  14  15    00     6.36
SMO 2015   01  14  15    05     6.74
SMO 2015   01  14  15    10     6.38
SMO 2015   01  14  15    15     6.47
SMO 2015   01  14  15    20     7.06
SMO 2015   01  14  15    25     6.75
SMO 2015   01  14  15    30     6.86
SMO 2015   01  14  15    35     6.54
SMO 2015   01  14  15    40     6.94
SMO 2015   01  14  15    45     7.10
SMO 2015   01  14  15    50     6.98
SMO 2015   01  14  15    55     7.00
SMO 2015   01  14  16    00     6.14
SMO 2015   01  14  16    05     6.83
SMO 2015   01  14  16    10     5.69
SMO 2015   01  14  16    15     7.21
SMO 2015   01  14  16    20     7.29
SMO 2015   01  14  16    25     7.07
SMO 2015   01  14  16    30     7.36
SMO 2015   01  14  16    35     6.74
SMO 2015   01  14  16    40     7.28
SMO 2015   01  14  16    45     6.96
SMO 2015   01  14  16    50     6.96
SMO 2015   01  14  16    55     6.67
SMO 2015   01  14  17    00     7.08
SMO 2015   01  14  17    05     7.23
SMO 2015   01  14  17    10     7.00
SMO 2015   01  14  17    15     6.97
SMO 2015   01  14  17    20     6.65
SMO 2015   01  14  17    25     6.93
SMO 2015   01  14  17    30     7.06
SMO 2015   01  14  17    35     6.91
SMO 2015   01  14  17    40     6.98
SMO 2015   01  14  17    45     6.95
SMO 2015   01  14  17    50     7.00
SMO 2015   01  14  17    55     7.41
SMO 2015   01  14  18    00     6.37
SMO 2015   01  14  18    05     6.72
SMO 2015   01  14  18    10     6.35
SMO 2015   01  14  18    15     6.89
SMO 2015   01  14  18    20     6.82
SMO 2015   01  14  18    25     6.98
SMO 2015   01  14  18    30     6.47
SMO 2015   01  14  18    35     6.49
SMO 2015   01  14  18    40     6.40
SMO 2015   01  14  18    45     7.05
SMO 2015   01  14  18    50     6.83
SMO 2015   01  14  18    55     6.36
SMO 2015   01  14  19    00     6.99
SMO 2015   01  14  19    05     7.09
SMO 2015   01  14  19    10     6.85
SMO 2015   01  14  19    15     6.64
SMO 2015   01  14  19    20     6.73
SMO 2015   01  14  19    25     7.02
SMO 2015   01  14  19    30     6.87
SMO 2015   01  14  19    35     6.66
SMO 2015   01  14  19    40     7.10
SMO 2015   01  14  19    45     6.84
SMO 2015   01  14  19    50     7.16
SMO 2015   01  14  19    55     6.67
SMO 2015   01  14  20    00     7.38
SMO 2015   01  14  20    05     7.24
SMO 2015   01  14  20    10     7.12
SMO 2015   01  14  20    15     7.32
SMO 2015   01  14  20    20     7.49
SMO 2015   01  14  20    25     7.38
SMO 2015   01  14  20    30     7.59
SMO 2015   01  14  20    35     7.00
SMO 2015   01  14  20    40     7.25
SMO 2015   01  14  20    45     6.45
SMO 2015   01  14  20    50     6.95
SMO 2015   01  14  20    55     7.31
SMO 2015   01  14  21    00     8.20
SMO 2015   01  14  21    05     7.04
SMO 2015   01  14  21    10     7.25
SMO 2015   01  14  21    15     8.29
SMO 2015   01  14  21    20     7.57
SMO 2015   01  14  21    25     7.65
SMO 2015   01  14  21    30     7.48
SMO 2015   01  14  21    35     7.52
SMO 2015   01  14  21    40     7.21
SMO 2015   01  14  21    45     7.37
SMO 2015   01  14  21    50     7.14
SMO 2015   01  14  21    55     7.69
SMO 2015   01  14  22    00     7.58
SMO 2015   01  14  22    05     7.20
SMO 2015   01  14  22    10     7.48
SMO 2015   01  14  22    15     7.32
SMO 2015   01  14  22    20     7.59
SMO 2015   01  14  22    25     7.29
SMO 2015   01  14  22    30     7.49
SMO 2015   01  14  22    35     7.49
SMO 2015   01  14  22    40     7.47
SMO 2015   01  14  22    45     7.07
SMO 2015   01  14  22    50     7.87
SMO 2015   01  14  22    55     7.66
SMO 2015   01  14  23    00     7.34
SMO 2015   01  14  23    05     7.32
SMO 2015   01  14  23    10     7.80
SMO 2015   01  14  23    15     6.90
SMO 2015   01  14  23    20     7.42
SMO 2015   01  14  23    25     7.44
SMO 2015   01  14  23    30     7.20
SMO 2015   01  14  23    35     7.49
SMO 2015   01  14  23    40     7.51
SMO 2015   01  14  23    45     7.46
SMO 2015   01  14  23    50     7.60
SMO 2015   01  14  23    55     7.29
SMO 2015   01  15  00    00     7.21
SMO 2015   01  15  00    05     7.12
SMO 2015   01  15  00    10     7.41
SMO 2015   01  15  00    15     7.27
SMO 2015   01  15  00    20     7.53
SMO 2015   01  15  00    25     7.02
SMO 2015   01  15  00    30     7.35
SMO 2015   01  15  00    35     7.62
SMO 2015   01  15  00    40     6.88
SMO 2015   01  15  00    45     7.00
SMO 2015   01  15  00    50     7.03
SMO 2015   01  15  00    55     7.04
SMO 2015   01  15  01    00     6.64
SMO 2015   01  15  01    05     6.54
SMO 2015   01  15  01    10     7.12
SMO 2015   01  15  01    15     6.96
SMO 2015   01  15  01    20     7.30
SMO 2015   01  15  01    25     7.12
SMO 2015   01  15  01    30     6.56
SMO 2015   01  15  01    35     7.02
SMO 2015   01  15  01    40     7.26
SMO 2015   01  15  01    45     7.58
SMO 2015   01  15  01    50     7.36
SMO 2015   01  15  01    55     7.49
SMO 2015   01  15  02    00     7.29
SMO 2015   01  15  02    05     7.28
SMO 2015   01  15  02    10     7.01
SMO 2015   01  15  02    15     8.22
SMO 2015   01  15  02    20     8.05
SMO 2015   01  15  02    25     7.27
SMO 2015   01  15  02    30    13.20
SMO 2015   01  15  02    35     5.08
SMO 2015   01  15  02    40     7.66
SMO 2015   01  15  02    45     7.32
SMO 2015   01  15  02    50     7.85
SMO 2015   01  15  02    55     7.21
SMO 2015   01  15  03    00     7.83
SMO 2015   01  15  03    05     6.96
SMO 2015   01  15  03    10     7.06
SMO 2015   01  15  03    15     6.96
SMO 2015   01  15  03    20     6.78
SMO 2015   01  15  03    25     6.75
SMO 2015   01  15  03    30     6.85
SMO 2015   01  15  03    35     7.02
SMO 2015   01  15  03    40     6.90
SMO 2015   01  15  03    45     6.76
SMO 2015   01  15  03    50     6.79
SMO 2015   01  15  03    55     6.49
SMO 2015   01  15  04    00     6.75
SMO 2015   01  15  04    05     6.48
SMO 2015   01  15  04    10     6.64
SMO 2015   01  15  04    15     6.78
SMO 2015   01  15  04    20     7.03
SMO 2015   01  15  04    25     6.76
SMO 2015   01  15  04    30     6.42
SMO 2015   01  15  04    35     7.43
SMO 2015   01  15  04    40     6.44
SMO 2015   01  15  04    45     6.74
SMO 2015   01  15  04    50     7.08
SMO 2015   01  15  04    55     6.65
SMO 2015   01  15  05    00     7.00
SMO 2015   01  15  05    05     6.66
SMO 2015   01  15  05    10     6.54
SMO 2015   01  15  05    15     6.90
SMO 2015   01  15  05    20     7.01
SMO 2015   01  15  05    25     6.51
SMO 2015   01  15  05    30     7.09
SMO 2015   01  15  05    35     6.88
SMO 2015   01  15  05    40     6.90
SMO 2015   01  15  05    45     6.96
SMO 2015   01  15  05    50     7.12
SMO 2015   01  15  05    55     7.18
SMO 2015   01  15  06    00     7.12
SMO 2015   01  15  06    05     7.38
SMO 2015   01  15  06    10     6.85
SMO 2015   01  15  06    15     6.97
SMO 2015   01  15  06    20     7.43
SMO 2015   01  15  06    25     7.17
SMO 2015   01  15  06    30     7.14
