,Value
2013-03-18 10:48:00,47.99
2013-03-22 09:11:00,46.29
2013-03-22 09:11:00,47.84
2013-04-03 08:15:00,45.21
2013-04-03 08:15:00,45.52
2013-04-08 08:40:00,44.72
2013-04-08 08:40:00,44.83
2013-04-29 08:03:00,50.06
2013-04-29 08:03:00,49.7
2013-05-09 09:05:00,47.98
2013-05-09 09:05:00,48.03
2013-05-27 08:40:00,50.64
2013-05-27 08:40:00,49.9
2013-06-03 08:54:00,50.89
2013-06-03 08:54:00,50.61
2013-06-07 08:23:00,53.34
2013-06-07 08:23:00,53.21
2013-06-13 08:50:00,53.28
2013-06-13 08:50:00,52.54
2013-06-26 09:08:00,53.71
2013-06-26 09:08:00,53.29
2013-07-09 10:16:00,58.02
2013-07-09 10:16:00,58.77
2013-07-22 09:26:00,56.3
2013-07-22 09:26:00,57.24
2013-07-29 09:46:00,58.76
2013-07-29 09:46:00,59.02
2013-08-06 09:20:00,57.11
2013-08-06 09:20:00,57.96
2013-08-12 09:20:00,64.78
2013-08-12 09:20:00,63.89
2013-08-29 09:18:00,59.15
2013-08-29 09:18:00,58.93
2013-09-09 09:23:00,60.15
2013-09-09 09:23:00,59.85
2013-09-12 08:40:00,61.12
2013-09-12 08:40:00,61.51
2013-09-19 09:11:00,66.01
2013-09-19 09:11:00,66.24
2013-09-23 09:06:00,62.99
2013-09-23 09:06:00,62.66
2013-10-04 09:45:00,60.29
2013-10-04 09:45:00,59.19
2013-10-07 09:15:00,62.91
2013-10-07 09:15:00,62.32
2013-10-14 09:57:00,62.41
2013-10-14 09:57:00,61.98
2013-10-21 09:45:00,58.2
2013-10-21 09:45:00,58.15
2013-10-31 08:15:00,61.95
2013-10-31 08:15:00,61.72
2013-11-08 09:50:00,57.34
2013-11-08 09:50:00,57.46
2013-11-14 10:10:00,56.66
2013-11-14 10:10:00,56.26
2013-11-21 08:30:00,54.37
2013-11-21 09:48:00,54.05
2013-11-21 09:48:00,54.09
2013-11-28 09:10:00,50.71
2013-11-28 09:10:00,51.06
2013-12-05 09:35:00,47.9
2013-12-05 09:35:00,47.96
2013-12-17 08:50:00,45.63
2013-12-17 08:50:00,45.15
2013-12-19 09:40:00,48.73
2013-12-19 09:40:00,48.39
2013-12-24 08:35:00,50.04
2013-12-24 08:35:00,50.25
2014-01-07 09:30:00,43.01
2014-01-07 09:30:00,42.74
2014-01-09 08:45:00,49.29
2014-01-09 08:45:00,48.82
2014-01-13 10:00:00,40.62
2014-01-13 10:00:00,40.64
2014-01-16 09:25:00,43.04
2014-01-16 09:25:00,42.96
2014-01-20 08:40:00,41.02
2014-01-20 08:40:00,41.13
2014-01-30 10:15:00,45.34
2014-01-30 10:15:00,45.02
2014-02-10 08:36:00,44.58
2014-02-10 08:36:00,44.11
2014-02-20 09:12:00,39.49
2014-02-20 09:12:00,40.14
2014-02-24 09:45:00,43.63
2014-02-24 09:45:00,44.08
2014-03-03 08:50:00,41.9
2014-03-03 08:50:00,41.37
2014-03-07 08:35:00,45.85
2014-03-07 08:35:00,45.45
2014-03-11 09:35:00,41.2
2014-03-11 09:35:00,41.04
2014-03-17 08:53:00,46.55
2014-03-17 08:53:00,45.82
2014-03-24 09:40:00,48.88
2014-03-24 09:40:00,50.51
2014-04-01 09:17:00,45.1
2014-04-01 09:17:00,44.8
2014-04-03 08:40:00,43.38
2014-04-03 08:40:00,42.88
2014-05-05 09:35:00,48.4
2014-05-05 09:35:00,48.35
2014-05-22 09:20:00,56.2
2014-05-26 10:24:00,51.27
2014-06-02 10:05:00,50.69
2014-06-02 10:05:00,50.24
2014-06-05 08:35:00,50.5
2014-06-05 08:35:00,50.29
2014-06-09 09:15:00,51.18
2014-06-09 09:15:00,50.7
2014-06-19 09:18:00,52.35
2014-06-19 09:18:00,52.87
2014-06-26 08:25:00,56.26
2014-06-26 08:25:00,56.18
2014-08-05 08:53:00,61.53
2014-08-05 08:53:00,62.26
2014-08-20 09:55:00,59.77
2014-08-20 09:55:00,60.15
2014-08-21 09:05:00,58.71
2014-08-21 09:05:00,58.74
2014-08-28 09:00:00,61.12
2014-08-28 09:00:00,61.29
2014-09-08 10:10:00,61.83
2014-09-08 10:10:00,61.06
2014-09-11 09:42:00,61.49
2014-09-11 09:42:00,60.93
2014-09-17 11:36:00,68.8
2014-09-17 11:36:00,69.01
2014-09-19 10:52:00,61.03
2014-09-19 10:52:00,59.38
2014-09-25 08:26:00,63.35
2014-09-25 08:26:00,64.12
2014-10-09 09:38:00,61.39
2014-10-09 09:38:00,59.96
2014-10-13 09:21:00,61.3
2014-10-13 09:21:00,61.81
2014-10-30 08:55:00,58.55
2014-10-30 08:55:00,59.08
2014-11-10 09:15:00,57.16
2014-11-10 09:15:00,56.94
2014-11-13 08:45:00,59.56
2014-11-13 08:45:00,58.53
2014-11-27 09:10:00,55.79
2014-11-27 09:10:00,56.45
2014-12-01 09:48:00,55.27
2014-12-01 09:48:00,54.27
2014-12-12 08:55:00,49.14
2014-12-12 08:55:00,48.6
2014-12-31 07:53:00,46.06
2014-12-31 07:53:00,44.52
2015-01-19 09:40:00,41.45
2015-01-19 09:40:00,41.69
2015-01-26 09:20:00,42.45
2015-01-26 09:20:00,42.77
2015-02-05 09:35:00,41.08
2015-02-05 09:35:00,41.08
2015-03-05 08:55:00,40.58
2015-03-05 08:55:00,41.03
2015-03-16 08:57:00,43.22
2015-03-16 08:57:00,43.23
2015-03-26 09:05:00,45.99
2015-03-26 09:05:00,46.29
2015-04-02 09:11:00,44.42
2015-04-02 09:11:00,44.7
2015-04-16 08:40:00,44.18
2015-04-16 08:40:00,43.88
2015-04-23 10:55:00,48.49
2015-04-23 10:55:00,46.3
2015-04-29 10:08:00,50.86
2015-04-29 10:08:00,50.48
2015-06-01 08:40:00,50.28
2015-06-01 08:40:00,51.25
2015-06-23 09:13:00,52.33
2015-06-23 09:13:00,52.58
2015-07-09 11:27:00,57.29
2015-07-09 11:27:00,58.27
2015-07-27 11:13:00,57.28
2015-07-27 11:13:00,57.85
2015-07-30 11:05:00,58.08
2015-07-30 11:05:00,57.98
2015-08-13 09:25:00,62.23
2015-08-13 09:25:00,61.85
2015-08-31 10:54:00,59.64
2015-08-31 10:54:00,60.0
2015-09-30 09:36:00,62.32
2015-09-30 09:36:00,63.38
2015-10-02 10:35:00,61.46
2015-10-02 10:35:00,60.63
2015-10-06 11:30:00,62.28
2015-10-06 13:30:00,63.26
2015-10-12 10:55:00,65.44
2015-10-12 10:55:00,66.11
2015-11-09 08:50:00,65.56
2015-11-09 08:50:00,64.84
2015-11-12 09:41:00,61.01
2015-11-12 09:41:00,61.1
2015-12-09 08:15:00,60.59
2015-12-09 08:15:00,59.17
2016-01-28 08:19:00,48.71
2016-01-28 08:19:00,49.17
2016-03-10 09:10:00,47.26
2016-03-10 09:10:00,47.48
2016-03-18 08:58:00,47.87
2016-03-18 08:58:00,47.88
2016-03-23 08:55:00,48.75
2016-03-23 08:55:00,49.61
2016-03-24 09:35:00,46.59
2016-03-24 09:35:00,46.77
2016-04-11 11:30:00,56.43
2016-04-11 11:30:00,57.67
2016-04-21 10:08:00,58.25
2016-04-21 10:08:00,57.02
2016-04-25 09:55:00,49.7
2016-04-25 09:55:00,50.68
2016-04-29 08:30:00,52.09
2016-05-19 08:20:00,52.97
2016-05-19 08:20:00,53.06
2016-06-27 08:55:00,56.12
2016-06-27 08:55:00,55.69
2016-07-18 08:50:00,58.43
2016-07-18 08:50:00,57.3
2016-07-20 10:15:00,66.29
2016-07-20 10:15:00,65.67
2016-08-15 09:30:00,65.76
2016-08-15 09:30:00,67.28
2016-08-25 09:30:00,60.2
2016-08-25 09:30:00,60.36
2016-09-02 09:40:00,59.39
2016-09-02 09:40:00,60.38
2016-09-30 09:15:00,62.01
2016-09-30 09:15:00,61.99
2016-10-10 09:25:00,69.69
2016-10-10 09:25:00,70.68
2016-10-11 09:00:00,63.24
2016-10-11 09:00:00,64.02
2016-10-21 08:50:00,62.45
2016-10-21 08:50:00,62.98
2016-10-28 08:55:00,61.47
2016-10-28 08:55:00,62.24
2016-11-04 09:15:00,58.84
2016-11-24 09:25:00,57.84
2016-11-24 09:25:00,57.64
2016-12-22 10:15:00,50.45
2016-12-22 10:15:00,49.9
2017-01-12 08:41:00,44.38
2017-01-12 08:41:00,45.23
2017-01-24 09:45:00,44.26
2017-01-24 09:45:00,44.33
2017-01-30 09:30:00,42.68
2017-01-30 09:30:00,42.6
2017-02-16 11:57:00,44.92
2017-02-16 11:57:00,44.19
2017-03-06 11:00:00,51.55
2017-03-06 11:00:00,51.82
2017-03-15 08:50:00,43.83
2017-03-15 08:50:00,43.55
2017-03-23 10:45:00,47.84
2017-03-23 10:45:00,50.54
2017-03-27 07:37:00,45.6
2017-03-27 07:37:00,46.11
2017-05-11 09:10:00,48.09
2017-05-11 09:10:00,47.78
2017-06-12 09:30:00,55.35
2017-06-12 09:30:00,54.7
2017-06-19 11:45:00,55.87
2017-06-19 11:45:00,55.35
2017-07-18 09:15:00,58.65
2017-07-18 09:15:00,57.96
2017-07-20 09:30:00,59.79
2017-07-20 09:30:00,59.18
2017-08-03 10:56:00,61.4
2017-08-03 10:56:00,63.48
2017-08-16 10:20:00,60.29
2017-08-16 10:20:00,61.11
2017-10-05 11:44:00,61.26
2017-10-05 11:44:00,61.59
2017-11-09 10:08:00,64.4
2017-11-09 10:08:00,62.01
2017-12-13 11:05:00,52.93
2017-12-13 11:05:00,53.53
2018-02-06 11:05:00,49.14
2018-02-06 11:05:00,49.11
2018-02-15 09:16:00,44.49
2018-02-15 09:16:00,45.13
2018-04-05 12:36:00,51.63
2018-04-05 12:36:00,51.84
2018-04-18 13:10:00,52.91
2018-04-18 13:10:00,53.22
2018-04-19 09:20:00,48.83
2018-04-19 09:20:00,48.92
2018-04-23 12:27:00,53.45
2018-04-23 12:27:00,53.42
2018-04-26 12:15:00,48.19
2018-04-26 12:15:00,48.54
2018-05-03 08:18:00,51.11
2018-05-03 08:18:00,49.71
2018-05-24 10:08:00,50.78
2018-05-24 10:08:00,50.52
2018-06-18 11:24:00,54.64
2018-06-18 11:24:00,54.87
2018-07-12 10:28:00,57.1
2018-07-12 10:28:00,56.03
2018-07-30 09:20:00,66.46
2018-07-30 09:20:00,66.42
2018-08-06 09:45:00,60.68
2018-08-06 09:45:00,60.12
2018-08-06 10:10:00,62.32
2018-08-06 10:10:00,62.83
2018-08-13 09:45:00,59.04
2018-08-13 09:45:00,60.33
2018-08-27 09:30:00,60.74
2018-08-27 09:30:00,60.93
2018-09-13 09:10:00,64.6
2018-09-13 09:10:00,64.2
2018-09-17 13:00:00,61.67
2018-09-17 13:00:00,61.33
2018-09-25 11:03:00,65.52
2018-09-25 11:03:00,65.81
2018-09-27 11:22:00,67.63
2018-09-27 11:22:00,67.42
2018-10-01 12:30:00,63.35
2018-10-01 12:30:00,63.59
2018-10-15 08:36:00,62.72
2018-10-15 08:36:00,62.89
2018-11-06 10:50:00,58.62
2018-11-06 10:50:00,59.33
2018-11-20 08:20:00,55.51
2018-11-20 08:20:00,54.21
2018-12-03 11:12:00,52.18
2018-12-03 11:12:00,52.6
2018-12-06 09:00:00,54.33
2018-12-06 09:00:00,54.12
2018-12-06 13:45:00,52.87
2018-12-06 13:45:00,52.69
2019-01-10 10:00:00,50.11
2019-01-10 10:00:00,50.34
2019-01-14 11:50:00,44.92
2019-01-14 11:50:00,44.81
2019-01-21 12:15:00,43.35
2019-01-21 12:15:00,43.92
2019-01-31 12:40:00,44.3
2019-01-31 12:40:00,43.47
2019-03-07 12:34:56,43.57
2019-03-07 12:34:56,43.79
2019-03-11 09:30:00,47.85
2019-03-11 09:30:00,47.71
2019-03-28 11:28:00,48.56
2019-03-28 11:28:00,49.23
2019-04-01 09:00:00,45.15
2019-04-01 09:00:00,44.26
2019-04-04 11:00:00,46.56
2019-04-04 11:00:00,47.7
2019-04-23 08:45:00,47.87
2019-04-23 08:45:00,48.15
2019-05-02 12:46:00,54.26
2019-05-02 12:46:00,54.21
2019-05-27 11:30:00,51.08
2019-05-27 11:30:00,50.98
2019-06-05 09:20:00,52.52
2019-06-05 09:20:00,53.35
2019-06-06 09:12:00,51.96
2019-06-06 09:12:00,51.59
2019-06-10 11:14:00,55.37
2019-06-10 11:14:00,55.36
2019-06-11 09:15:00,56.13
2019-06-11 09:15:00,56.21
2019-06-24 09:30:00,55.4
2019-06-24 09:30:00,54.69
2019-06-24 10:08:00,54.52
2019-06-24 10:08:00,54.43
2019-07-01 09:00:00,56.03
2019-07-01 09:00:00,55.78
2019-07-04 09:29:00,61.45
2019-07-04 09:29:00,61.35
2019-07-11 09:15:00,61.69
2019-07-11 09:15:00,61.08
2019-07-23 09:45:00,61.45
2019-07-23 09:45:00,61.19
2019-08-05 09:15:00,61.64
2019-08-05 09:15:00,62.05
2019-08-08 11:52:00,60.76
2019-08-08 11:52:00,60.93
2019-08-13 09:45:00,62.54
2019-08-13 09:45:00,62.51
2019-08-29 09:15:00,65.78
2019-08-29 09:15:00,66.0
2019-09-12 09:00:00,64.53
2019-09-12 09:00:00,64.31
2019-09-16 09:01:00,73.07
2019-09-16 09:01:00,73.18
2019-09-23 09:30:00,63.94
2019-09-23 09:30:00,63.54
2019-09-30 08:45:00,67.67
2019-09-30 08:45:00,67.7
2019-10-10 09:00:00,65.05
2019-10-10 09:00:00,64.98
2019-10-14 09:30:00,72.52
2019-10-14 09:30:00,72.5
2019-10-28 09:45:00,63.69
2019-10-28 09:45:00,63.87
2019-10-28 12:39:00,64.21
2019-10-28 12:39:00,63.87
2019-10-30 11:27:00,66.93
2019-10-30 11:27:00,66.41
2019-11-07 09:17:00,61.98
2019-11-07 09:17:00,62.23
2019-11-25 10:00:00,63.07
2019-11-25 10:00:00,62.52
2019-12-02 11:00:00,60.28
2019-12-02 11:00:00,60.73
2019-12-17 09:03:00,60.92
2019-12-17 09:03:00,60.85
2019-12-19 09:45:00,57.11
2019-12-19 09:45:00,56.97
2020-01-16 09:15:00,57.82
2020-01-16 09:15:00,57.78
2020-01-20 08:45:00,55.98
2020-01-20 08:45:00,55.85
2020-01-30 09:45:00,60.88
2020-01-30 09:45:00,60.79
2020-02-06 09:23:00,53.38
2020-02-06 09:23:00,53.23
2020-02-18 11:00:00,57.53
2020-02-18 11:00:00,57.11
2020-02-24 10:03:00,56.25
2020-02-24 10:03:00,56.11
2020-03-02 10:47:00,53.4
2020-03-02 10:47:00,53.27
2020-03-16 10:59:00,53.05
2020-03-16 10:59:00,53.2
2020-03-23 10:00:00,54.01
2020-03-23 10:00:00,53.77
2020-03-25 10:30:00,58.58
2020-03-25 10:30:00,57.96
2020-06-10 08:45:00,58.2
2020-06-10 08:45:00,58.21
2020-06-10 13:15:00,57.99
2020-06-10 13:15:00,57.97
2020-07-02 09:37:00,74.59
2020-07-02 09:37:00,74.2
2020-08-11 09:16:00,68.7
2020-08-11 09:16:00,67.36
2020-11-19 09:26:00,64.99
2020-11-19 09:26:00,65.24
2020-11-23 08:30:00,63.12
2020-11-23 08:30:00,63.05
2020-12-14 11:30:00,57.82
2020-12-14 11:30:00,57.79
2020-12-21 11:11:00,58.27
2020-12-21 11:11:00,58.41
2020-12-31 08:15:00,52.46
2020-12-31 08:15:00,52.96
2021-01-21 12:20:00,48.07
2021-01-21 12:20:00,48.42
2021-02-04 09:00:00,46.48
2021-02-04 09:00:00,46.34
2021-02-15 08:45:00,44.65
2021-02-15 08:45:00,44.5
2021-02-25 09:30:00,47.03
2021-02-25 09:30:00,46.88
2021-03-08 09:20:00,44.34
2021-03-08 09:20:00,44.22
2021-04-29 08:45:00,50.84
2021-04-29 08:45:00,50.94
2021-04-29 11:00:00,50.92
2021-04-29 11:00:00,51.01
2021-05-07 08:27:00,54.99
2021-05-10 09:15:00,52.11
2021-05-10 09:15:00,52.12
2021-05-21 09:15:00,51.68
2021-05-21 09:15:00,51.49
2021-05-27 10:30:00,54.21
2021-05-27 10:30:00,54.14
2021-07-12 09:45:00,60.33
2021-07-12 09:45:00,60.63
2021-07-29 09:10:00,66.93
2021-07-29 09:10:00,67.22
2021-08-19 08:45:00,64.54
2021-08-19 08:45:00,63.78
2021-08-23 09:19:00,64.26
2021-08-23 09:19:00,64.65
2021-08-26 08:50:00,71.25
2021-08-26 08:50:00,71.4
2021-08-27 10:38:00,64.1
2021-08-27 10:38:00,64.14
2021-08-30 13:30:00,70.63
2021-08-30 13:30:00,70.63
2021-09-13 09:10:00,67.15
2021-09-13 09:10:00,67.12
2021-10-14 09:45:00,68.51
2021-10-14 09:45:00,68.48
2021-11-08 09:15:00,65.23
2021-11-08 09:15:00,65.37
2021-11-17 10:45:00,62.3
2021-11-17 10:45:00,62.17
2021-12-09 09:55:00,55.21
2021-12-09 09:55:00,55.18
2021-12-23 09:20:00,50.89
2021-12-23 09:20:00,50.8
