These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2013   05  01  02    55     6.86
SMO 2013   05  01  03    00     7.53
SMO 2013   05  01  03    05     6.75
SMO 2013   05  01  03    10     7.09
SMO 2013   05  01  03    15     7.53
SMO 2013   05  01  03    20     7.25
SMO 2013   05  01  03    25     7.09
SMO 2013   05  01  03    30     6.68
SMO 2013   05  01  03    35     6.61
SMO 2013   05  01  03    40     5.79
SMO 2013   05  01  03    45     6.78
SMO 2013   05  01  03    50     6.77
SMO 2013   05  01  03    55     6.64
SMO 2013   05  01  04    00     6.46
SMO 2013   05  01  04    05     6.56
SMO 2013   05  01  04    10     6.62
SMO 2013   05  01  04    15     6.09
SMO 2013   05  01  04    20     5.73
SMO 2013   05  01  04    25     6.06
SMO 2013   05  01  04    30     6.45
SMO 2013   05  01  04    35     6.60
SMO 2013   05  01  04    40     6.97
SMO 2013   05  01  04    45     6.12
SMO 2013   05  01  04    50     6.13
SMO 2013   05  01  04    55     6.09
SMO 2013   05  01  05    00     5.88
SMO 2013   05  01  05    05     5.80
SMO 2013   05  01  05    10     5.85
SMO 2013   05  01  05    15     5.82
SMO 2013   05  01  05    20     7.66
SMO 2013   05  01  05    25     7.63
SMO 2013   05  01  05    30     7.94
SMO 2013   05  01  05    35     8.27
SMO 2013   05  01  05    40     8.88
SMO 2013   05  01  05    45     8.70
SMO 2013   05  01  05    50     8.31
SMO 2013   05  01  05    55     8.11
SMO 2013   05  01  06    00     8.09
SMO 2013   05  01  06    05     8.24
SMO 2013   05  01  06    10     8.26
SMO 2013   05  01  06    15     8.21
SMO 2013   05  01  06    20     7.95
SMO 2013   05  01  06    25     7.55
SMO 2013   05  01  06    30     8.20
SMO 2013   05  01  06    35     8.59
SMO 2013   05  01  06    40     8.79
SMO 2013   05  01  06    45     9.18
SMO 2013   05  01  06    50     9.34
SMO 2013   05  01  06    55     8.52
SMO 2013   05  01  07    00     8.47
SMO 2013   05  01  07    05     8.62
SMO 2013   05  01  07    10     8.52
SMO 2013   05  01  07    15     8.43
SMO 2013   05  01  07    20     8.68
SMO 2013   05  01  07    25     8.87
SMO 2013   05  01  07    30     8.33
SMO 2013   05  01  07    35     8.17
SMO 2013   05  01  07    40     7.96
SMO 2013   05  01  07    45     7.99
SMO 2013   05  01  07    50     7.90
SMO 2013   05  01  07    55     8.01
SMO 2013   05  01  08    00     7.91
SMO 2013   05  01  08    05     7.62
SMO 2013   05  01  08    10     7.95
SMO 2013   05  01  08    15     7.96
SMO 2013   05  01  08    20     7.85
SMO 2013   05  01  08    25     7.98
SMO 2013   05  01  08    30     7.97
SMO 2013   05  01  08    35     7.75
SMO 2013   05  01  08    40     7.83
SMO 2013   05  01  08    45     7.59
SMO 2013   05  01  08    50     7.43
SMO 2013   05  01  08    55     7.13
SMO 2013   05  01  09    00     7.51
SMO 2013   05  01  09    05     7.37
SMO 2013   05  01  09    10     7.52
SMO 2013   05  01  09    15     7.34
SMO 2013   05  01  09    20     7.61
SMO 2013   05  01  09    25     7.72
SMO 2013   05  01  09    30     7.68
SMO 2013   05  01  09    35     7.89
SMO 2013   05  01  09    40     7.22
SMO 2013   05  01  09    45     7.28
SMO 2013   05  01  09    50     8.19
SMO 2013   05  01  09    55     8.69
SMO 2013   05  01  10    00     8.79
SMO 2013   05  01  10    05     8.44
SMO 2013   05  01  10    10     8.58
SMO 2013   05  01  10    15     8.68
SMO 2013   05  01  10    20     8.53
SMO 2013   05  01  10    25     7.47
SMO 2013   05  01  10    30     7.82
SMO 2013   05  01  10    35     8.54
SMO 2013   05  01  10    40     7.87
SMO 2013   05  01  10    45     8.51
SMO 2013   05  01  10    50     8.69
SMO 2013   05  01  10    55     8.70
SMO 2013   05  01  11    00     9.19
SMO 2013   05  01  11    05     8.77
SMO 2013   05  01  11    10     8.93
SMO 2013   05  01  11    15     8.53
SMO 2013   05  01  11    20     8.00
SMO 2013   05  01  11    25     8.15
SMO 2013   05  01  11    30     8.67
SMO 2013   05  01  11    35     8.82
SMO 2013   05  01  11    40     8.87
SMO 2013   05  01  11    45     9.36
SMO 2013   05  01  11    50     9.19
SMO 2013   05  01  11    55     9.11
SMO 2013   05  01  12    00     8.85
SMO 2013   05  01  12    05     9.16
SMO 2013   05  01  12    10     8.97
SMO 2013   05  01  12    15     8.56
SMO 2013   05  01  12    20     8.50
SMO 2013   05  01  12    25     7.72
SMO 2013   05  01  12    30     9.08
SMO 2013   05  01  12    35     9.52
SMO 2013   05  01  12    40     9.36
SMO 2013   05  01  12    45     8.93
SMO 2013   05  01  12    50     8.52
SMO 2013   05  01  12    55     8.32
SMO 2013   05  01  13    00     9.07
SMO 2013   05  01  13    05     8.74
SMO 2013   05  01  13    10     8.35
SMO 2013   05  01  13    15     8.76
SMO 2013   05  01  13    20     8.65
SMO 2013   05  01  13    25     8.78
SMO 2013   05  01  13    30     8.82
SMO 2013   05  01  13    35     9.06
SMO 2013   05  01  13    40     9.42
SMO 2013   05  01  13    45     9.07
SMO 2013   05  01  13    50     8.94
SMO 2013   05  01  13    55     8.91
SMO 2013   05  01  14    00     8.84
SMO 2013   05  01  14    05     8.78
SMO 2013   05  01  14    10     8.84
SMO 2013   05  01  14    15     8.58
SMO 2013   05  01  14    20     8.22
SMO 2013   05  01  14    25     8.00
SMO 2013   05  01  14    30     8.19
SMO 2013   05  01  14    35     7.46
SMO 2013   05  01  14    40     7.48
SMO 2013   05  01  14    45     6.92
SMO 2013   05  01  14    50     7.85
SMO 2013   05  01  14    55     7.59
SMO 2013   05  01  15    00     7.23
SMO 2013   05  01  15    05     7.52
SMO 2013   05  01  15    10     8.21
SMO 2013   05  01  15    15     8.04
SMO 2013   05  01  15    20     7.50
SMO 2013   05  01  15    25     7.39
SMO 2013   05  01  15    30     7.66
SMO 2013   05  01  15    35     7.17
SMO 2013   05  01  15    40     6.93
SMO 2013   05  01  15    45     7.10
SMO 2013   05  01  15    50     7.15
SMO 2013   05  01  15    55     8.21
SMO 2013   05  01  16    00     8.47
SMO 2013   05  01  16    05     8.78
SMO 2013   05  01  16    10     9.59
SMO 2013   05  01  16    15     8.90
SMO 2013   05  01  16    20     9.19
SMO 2013   05  01  16    25     9.68
SMO 2013   05  01  16    30     9.22
SMO 2013   05  01  16    35     8.93
SMO 2013   05  01  16    40     9.38
SMO 2013   05  01  16    45     9.43
SMO 2013   05  01  16    50     9.55
SMO 2013   05  01  16    55     9.65
SMO 2013   05  01  17    00     9.71
SMO 2013   05  01  17    05     9.89
SMO 2013   05  01  17    10     9.80
SMO 2013   05  01  17    15     9.89
SMO 2013   05  01  17    20     9.69
SMO 2013   05  01  17    25     9.71
SMO 2013   05  01  17    30     9.70
SMO 2013   05  01  17    35     9.81
SMO 2013   05  01  17    40    10.00
SMO 2013   05  01  17    45     9.81
SMO 2013   05  01  17    50     9.59
SMO 2013   05  01  17    55     9.54
SMO 2013   05  01  18    00     9.37
SMO 2013   05  01  18    05     9.26
SMO 2013   05  01  18    10     9.01
SMO 2013   05  01  18    15     8.93
SMO 2013   05  01  18    20     9.18
SMO 2013   05  01  18    25     9.03
SMO 2013   05  01  18    30     9.34
SMO 2013   05  01  18    35     9.46
SMO 2013   05  01  18    40     9.06
SMO 2013   05  01  18    45     8.89
SMO 2013   05  01  18    50     9.49
SMO 2013   05  01  18    55     9.32
SMO 2013   05  01  19    00     9.32
SMO 2013   05  01  19    05     9.47
SMO 2013   05  01  19    10     9.14
SMO 2013   05  01  19    15     9.12
SMO 2013   05  01  19    20     8.91
SMO 2013   05  01  19    25     8.94
SMO 2013   05  01  19    30     9.02
SMO 2013   05  01  19    35     8.99
SMO 2013   05  01  19    40     9.40
SMO 2013   05  01  19    45     9.57
SMO 2013   05  01  19    50     9.35
SMO 2013   05  01  19    55     9.47
SMO 2013   05  01  20    00     9.19
SMO 2013   05  01  20    05     9.22
SMO 2013   05  01  20    10     8.93
SMO 2013   05  01  20    15     9.22
SMO 2013   05  01  20    20     9.34
SMO 2013   05  01  20    25     9.57
SMO 2013   05  01  20    30     9.72
SMO 2013   05  01  20    35     9.64
SMO 2013   05  01  20    40     9.52
SMO 2013   05  01  20    45    10.06
SMO 2013   05  01  20    50     9.78
SMO 2013   05  01  20    55     9.50
SMO 2013   05  01  21    00     9.25
SMO 2013   05  01  21    05     9.19
SMO 2013   05  01  21    10     9.01
SMO 2013   05  01  21    15     9.04
SMO 2013   05  01  21    20     9.09
SMO 2013   05  01  21    25     9.06
SMO 2013   05  01  21    30     8.99
SMO 2013   05  01  21    35     8.86
SMO 2013   05  01  21    40     8.84
SMO 2013   05  01  21    45     8.57
SMO 2013   05  01  21    50     8.55
SMO 2013   05  01  21    55     8.38
SMO 2013   05  01  22    00     8.51
SMO 2013   05  01  22    05     8.92
SMO 2013   05  01  22    10     8.49
SMO 2013   05  01  22    15     8.78
SMO 2013   05  01  22    20     8.81
SMO 2013   05  01  22    25     8.73
SMO 2013   05  01  22    30     8.74
SMO 2013   05  01  22    35     8.75
SMO 2013   05  01  22    40     8.54
SMO 2013   05  01  22    45     8.77
SMO 2013   05  01  22    50     8.44
SMO 2013   05  01  22    55     8.45
SMO 2013   05  01  23    00     8.40
SMO 2013   05  01  23    05     8.43
SMO 2013   05  01  23    10     8.56
SMO 2013   05  01  23    15     8.43
SMO 2013   05  01  23    20     8.34
SMO 2013   05  01  23    25     8.33
SMO 2013   05  01  23    30     8.45
SMO 2013   05  01  23    35     8.55
SMO 2013   05  01  23    40     8.19
SMO 2013   05  01  23    45     8.41
SMO 2013   05  01  23    50     8.17
SMO 2013   05  01  23    55     8.19
SMO 2013   05  02  00    00     8.36
SMO 2013   05  02  00    05     8.33
SMO 2013   05  02  00    10     8.20
SMO 2013   05  02  00    15     8.28
SMO 2013   05  02  00    20     8.24
SMO 2013   05  02  00    25     7.99
SMO 2013   05  02  00    30     8.28
SMO 2013   05  02  00    35     8.20
SMO 2013   05  02  00    40     8.34
SMO 2013   05  02  00    45     7.93
SMO 2013   05  02  00    50     8.07
SMO 2013   05  02  00    55     8.12
SMO 2013   05  02  01    00     7.99
SMO 2013   05  02  01    05     8.04
SMO 2013   05  02  01    10     8.18
SMO 2013   05  02  01    15     8.15
SMO 2013   05  02  01    20     8.09
SMO 2013   05  02  01    25     8.24
SMO 2013   05  02  01    30     7.99
SMO 2013   05  02  01    35     7.87
SMO 2013   05  02  01    40     7.90
SMO 2013   05  02  01    45     8.07
SMO 2013   05  02  01    50     7.82
SMO 2013   05  02  01    55     8.06
SMO 2013   05  02  02    00     8.12
SMO 2013   05  02  02    05     7.83
SMO 2013   05  02  02    10     8.01
SMO 2013   05  02  02    15     7.93
SMO 2013   05  02  02    20     8.10
SMO 2013   05  02  02    25     7.99
SMO 2013   05  02  02    30     8.13
SMO 2013   05  02  02    35     8.06
SMO 2013   05  02  02    40     8.22
SMO 2013   05  02  02    45     8.31
SMO 2013   05  02  02    50     7.91
SMO 2013   05  02  02    55     8.33
SMO 2013   05  02  03    00     8.25
SMO 2013   05  02  03    05     8.12
SMO 2013   05  02  03    10     7.80
SMO 2013   05  02  03    15     8.28
SMO 2013   05  02  03    20     8.12
SMO 2013   05  02  03    25     7.98
SMO 2013   05  02  03    30     8.05
SMO 2013   05  02  03    35     7.87
SMO 2013   05  02  03    40     8.02
SMO 2013   05  02  03    45     7.80
SMO 2013   05  02  03    50     7.74
SMO 2013   05  02  03    55     8.09
SMO 2013   05  02  04    00     7.81
SMO 2013   05  02  04    05     8.00
SMO 2013   05  02  04    10     8.01
SMO 2013   05  02  04    15     7.91
SMO 2013   05  02  04    20     7.74
SMO 2013   05  02  04    25     7.90
SMO 2013   05  02  04    30     7.49
SMO 2013   05  02  04    35     7.94
SMO 2013   05  02  04    40     7.68
SMO 2013   05  02  04    45     7.79
SMO 2013   05  02  04    50     7.97
SMO 2013   05  02  04    55     7.64
SMO 2013   05  02  05    00     7.85
SMO 2013   05  02  05    05     7.85
SMO 2013   05  02  05    10     7.70
SMO 2013   05  02  05    15     8.02
SMO 2013   05  02  05    20     7.74
SMO 2013   05  02  05    25     7.74
SMO 2013   05  02  05    30     7.80
SMO 2013   05  02  05    35     7.72
SMO 2013   05  02  05    40     7.78
SMO 2013   05  02  05    45     7.59
SMO 2013   05  02  05    50     7.53
SMO 2013   05  02  05    55     7.48
SMO 2013   05  02  06    00     7.82
SMO 2013   05  02  06    05     7.77
SMO 2013   05  02  06    10     7.59
SMO 2013   05  02  06    15     7.84
SMO 2013   05  02  06    20     7.73
SMO 2013   05  02  06    25     7.54
SMO 2013   05  02  06    30     7.59
SMO 2013   05  02  06    35     7.71
SMO 2013   05  02  06    40     7.71
SMO 2013   05  02  06    45     7.73
SMO 2013   05  02  06    50     7.91
SMO 2013   05  02  06    55     7.70
SMO 2013   05  02  07    00     7.89
SMO 2013   05  02  07    05     7.88
SMO 2013   05  02  07    10     7.96
SMO 2013   05  02  07    15     7.84
SMO 2013   05  02  07    20     7.88
SMO 2013   05  02  07    25     7.95
SMO 2013   05  02  07    30     7.93
SMO 2013   05  02  07    35     7.93
SMO 2013   05  02  07    40     8.21
SMO 2013   05  02  07    45     7.80
SMO 2013   05  02  07    50     7.95
SMO 2013   05  02  07    55     7.89
SMO 2013   05  02  08    00     7.90
SMO 2013   05  02  08    05     8.08
SMO 2013   05  02  08    10     8.28
SMO 2013   05  02  08    15     7.87
SMO 2013   05  02  08    20     8.08
SMO 2013   05  02  08    25     8.00
SMO 2013   05  02  08    30     8.01
SMO 2013   05  02  08    35     7.66
SMO 2013   05  02  08    40     8.00
SMO 2013   05  02  08    45     7.90
SMO 2013   05  02  08    50     7.76
SMO 2013   05  02  08    55     7.81
SMO 2013   05  02  09    00     7.93
SMO 2013   05  02  09    05     7.95
SMO 2013   05  02  09    10     7.84
SMO 2013   05  02  09    15     7.69
SMO 2013   05  02  09    20     7.91
SMO 2013   05  02  09    25     7.66
SMO 2013   05  02  09    30     7.92
SMO 2013   05  02  09    35     7.93
SMO 2013   05  02  09    40     7.66
SMO 2013   05  02  09    45     7.86
SMO 2013   05  02  09    50     7.77
SMO 2013   05  02  09    55     7.58
SMO 2013   05  02  10    00     7.73
SMO 2013   05  02  10    05     7.71
SMO 2013   05  02  10    10     7.92
SMO 2013   05  02  10    15     7.49
SMO 2013   05  02  10    20     7.65
SMO 2013   05  02  10    25     7.75
SMO 2013   05  02  10    30     7.87
SMO 2013   05  02  10    35     7.70
SMO 2013   05  02  10    40     7.67
SMO 2013   05  02  10    45     7.79
SMO 2013   05  02  10    50     7.86
SMO 2013   05  02  10    55     7.60
SMO 2013   05  02  11    00     7.79
SMO 2013   05  02  11    05     7.77
SMO 2013   05  02  11    10     7.57
SMO 2013   05  02  11    15     7.75
SMO 2013   05  02  11    20     7.75
SMO 2013   05  02  11    25     7.72
SMO 2013   05  02  11    30     7.68
SMO 2013   05  02  11    35     7.64
SMO 2013   05  02  11    40     7.70
SMO 2013   05  02  11    45     7.72
SMO 2013   05  02  11    50     7.92
SMO 2013   05  02  11    55     7.72
SMO 2013   05  02  12    00     7.90
SMO 2013   05  02  12    05     8.12
SMO 2013   05  02  12    10     7.93
SMO 2013   05  02  12    15     7.90
SMO 2013   05  02  12    20     7.76
SMO 2013   05  02  12    25     8.10
SMO 2013   05  02  12    30     8.16
SMO 2013   05  02  12    35     8.22
SMO 2013   05  02  12    40     8.50
SMO 2013   05  02  12    45     8.71
SMO 2013   05  02  12    50     8.91
SMO 2013   05  02  12    55     8.74
SMO 2013   05  02  13    00     8.42
SMO 2013   05  02  13    05     8.37
SMO 2013   05  02  13    10     8.37
SMO 2013   05  02  13    15     8.41
SMO 2013   05  02  13    20     8.14
SMO 2013   05  02  13    25     8.34
SMO 2013   05  02  13    30     8.07
SMO 2013   05  02  13    35     7.80
SMO 2013   05  02  13    40     7.69
SMO 2013   05  02  13    45     7.30
SMO 2013   05  02  13    50     7.92
SMO 2013   05  02  13    55     8.41
SMO 2013   05  02  14    00     8.28
SMO 2013   05  02  14    05     8.13
SMO 2013   05  02  14    10     7.98
SMO 2013   05  02  14    15     9.00
SMO 2013   05  02  14    20     9.37
SMO 2013   05  02  14    25     9.18
SMO 2013   05  02  14    30     8.90
SMO 2013   05  02  14    35     8.62
SMO 2013   05  02  14    40     8.44
SMO 2013   05  02  14    45     8.49
SMO 2013   05  02  14    50     8.22
SMO 2013   05  02  14    55     8.11
SMO 2013   05  02  15    00     8.07
SMO 2013   05  02  15    05     7.91
SMO 2013   05  02  15    10     7.83
SMO 2013   05  02  15    15     7.81
SMO 2013   05  02  15    20     7.45
SMO 2013   05  02  15    25     7.98
SMO 2013   05  02  15    30     8.58
SMO 2013   05  02  15    35     7.52
SMO 2013   05  02  15    40     8.18
SMO 2013   05  02  15    45     7.56
SMO 2013   05  02  15    50     7.52
SMO 2013   05  02  15    55     7.44
SMO 2013   05  02  16    00     7.40
SMO 2013   05  02  16    05     7.46
SMO 2013   05  02  16    10     7.23
SMO 2013   05  02  16    15     7.36
SMO 2013   05  02  16    20     7.42
SMO 2013   05  02  16    25     7.30
SMO 2013   05  02  16    30     7.73
SMO 2013   05  02  16    35     7.97
SMO 2013   05  02  16    40     7.90
SMO 2013   05  02  16    45     8.20
SMO 2013   05  02  16    50     8.21
SMO 2013   05  02  16    55     8.32
SMO 2013   05  02  17    00     8.65
SMO 2013   05  02  17    05     8.53
SMO 2013   05  02  17    10     8.21
SMO 2013   05  02  17    15     8.10
SMO 2013   05  02  17    20     8.03
SMO 2013   05  02  17    25     7.92
SMO 2013   05  02  17    30     7.92
SMO 2013   05  02  17    35     7.82
SMO 2013   05  02  17    40     7.76
SMO 2013   05  02  17    45     7.57
SMO 2013   05  02  17    50     7.59
SMO 2013   05  02  17    55     7.58
SMO 2013   05  02  18    00     8.15
SMO 2013   05  02  18    05     8.02
SMO 2013   05  02  18    10     8.11
SMO 2013   05  02  18    15     8.30
SMO 2013   05  02  18    20     8.29
SMO 2013   05  02  18    25     7.91
SMO 2013   05  02  18    30     8.60
SMO 2013   05  02  18    35     8.46
SMO 2013   05  02  18    40     8.58
SMO 2013   05  02  18    45     8.37
SMO 2013   05  02  18    50     8.04
SMO 2013   05  02  18    55     8.26
SMO 2013   05  02  19    00     7.83
SMO 2013   05  02  19    05     8.05
SMO 2013   05  02  19    10     7.99
SMO 2013   05  02  19    15     7.96
SMO 2013   05  02  19    20     7.79
SMO 2013   05  02  19    25     7.83
SMO 2013   05  02  19    30     7.72
SMO 2013   05  02  19    35     7.86
SMO 2013   05  02  19    40     7.85
SMO 2013   05  02  19    45     8.13
SMO 2013   05  02  19    50     8.13
SMO 2013   05  02  19    55     8.12
SMO 2013   05  02  20    00     7.75
SMO 2013   05  02  20    05     7.86
SMO 2013   05  02  20    10     7.97
SMO 2013   05  02  20    15     8.20
SMO 2013   05  02  20    20     8.01
SMO 2013   05  02  20    25     8.28
SMO 2013   05  02  20    30     8.26
SMO 2013   05  02  20    35     7.91
SMO 2013   05  02  20    40     8.40
SMO 2013   05  02  20    45     7.77
SMO 2013   05  02  20    50     7.87
SMO 2013   05  02  20    55     7.80
SMO 2013   05  02  21    00     8.52
SMO 2013   05  02  21    05     8.38
SMO 2013   05  02  21    10     8.05
SMO 2013   05  02  21    15     7.21
SMO 2013   05  02  21    20     7.61
SMO 2013   05  02  21    25     7.68
SMO 2013   05  02  21    30     7.51
SMO 2013   05  02  21    35     8.21
SMO 2013   05  02  21    40     8.58
SMO 2013   05  02  21    45     8.63
SMO 2013   05  02  21    50     8.87
SMO 2013   05  02  21    55     9.61
SMO 2013   05  02  22    00     9.70
SMO 2013   05  02  22    05     9.67
SMO 2013   05  02  22    10     9.23
SMO 2013   05  02  22    15     9.35
SMO 2013   05  02  22    20     8.39
SMO 2013   05  02  22    25     7.74
SMO 2013   05  02  22    30     7.90
SMO 2013   05  02  22    35     7.65
SMO 2013   05  02  22    40     8.08
SMO 2013   05  02  22    45     8.70
SMO 2013   05  02  22    50     8.57
SMO 2013   05  02  22    55     9.03
SMO 2013   05  02  23    00     8.63
SMO 2013   05  02  23    05     8.84
SMO 2013   05  02  23    10     8.75
SMO 2013   05  02  23    15     8.88
SMO 2013   05  02  23    20     9.00
SMO 2013   05  02  23    25     9.21
SMO 2013   05  02  23    30     9.35
SMO 2013   05  02  23    35     9.39
SMO 2013   05  02  23    40     9.25
SMO 2013   05  02  23    45     9.39
SMO 2013   05  02  23    50     8.94
SMO 2013   05  02  23    55     8.78
SMO 2013   05  03  00    00     9.00
SMO 2013   05  03  00    05     8.70
SMO 2013   05  03  00    10     9.03
SMO 2013   05  03  00    15     8.95
SMO 2013   05  03  00    20     9.04
SMO 2013   05  03  00    25     8.98
SMO 2013   05  03  00    30     9.12
SMO 2013   05  03  00    35     8.93
SMO 2013   05  03  00    40     9.26
SMO 2013   05  03  00    45     9.07
SMO 2013   05  03  00    50     9.10
SMO 2013   05  03  00    55     8.96
SMO 2013   05  03  01    00     9.02
SMO 2013   05  03  01    05     9.02
SMO 2013   05  03  01    10     9.18
SMO 2013   05  03  01    15     8.91
SMO 2013   05  03  01    20     9.26
SMO 2013   05  03  01    25     9.35
SMO 2013   05  03  01    30     9.07
SMO 2013   05  03  01    35     9.30
SMO 2013   05  03  01    40     9.13
SMO 2013   05  03  01    45     9.16
SMO 2013   05  03  01    50     9.02
SMO 2013   05  03  01    55     9.14
SMO 2013   05  03  02    00     9.05
SMO 2013   05  03  02    05     8.99
SMO 2013   05  03  02    10     9.55
SMO 2013   05  03  02    15     9.58
SMO 2013   05  03  02    20    10.39
SMO 2013   05  03  02    25    10.30
SMO 2013   05  03  02    30    10.12
SMO 2013   05  03  02    35    10.16
SMO 2013   05  03  02    40    10.22
SMO 2013   05  03  02    45     9.92
SMO 2013   05  03  02    50    10.60
SMO 2013   05  03  02    55    10.39
SMO 2013   05  03  03    00     9.79
SMO 2013   05  03  03    05     9.66
SMO 2013   05  03  03    10     9.43
SMO 2013   05  03  03    15    10.43
SMO 2013   05  03  03    20    10.22
SMO 2013   05  03  03    25    10.00
SMO 2013   05  03  03    30    10.96
SMO 2013   05  03  03    35    10.59
SMO 2013   05  03  03    40    10.03
SMO 2013   05  03  03    45     9.83
SMO 2013   05  03  03    50    10.20
SMO 2013   05  03  03    55    10.78
SMO 2013   05  03  04    00    11.18
SMO 2013   05  03  04    05    11.44
SMO 2013   05  03  04    10    11.90
SMO 2013   05  03  04    15    11.98
SMO 2013   05  03  04    20    12.43
SMO 2013   05  03  04    25    12.66
SMO 2013   05  03  04    30    11.43
SMO 2013   05  03  04    35    11.43
SMO 2013   05  03  04    40    11.74
SMO 2013   05  03  04    45    11.85
SMO 2013   05  03  04    50    11.77
SMO 2013   05  03  04    55    11.00
SMO 2013   05  03  05    00    10.99
SMO 2013   05  03  05    05    10.96
SMO 2013   05  03  05    10    11.08
SMO 2013   05  03  05    15    10.88
SMO 2013   05  03  05    20    10.59
SMO 2013   05  03  05    25    10.44
SMO 2013   05  03  05    30    10.39
SMO 2013   05  03  05    35    10.45
SMO 2013   05  03  05    40    10.15
SMO 2013   05  03  05    45    10.08
SMO 2013   05  03  05    50    10.36
SMO 2013   05  03  05    55    10.48
SMO 2013   05  03  06    00    10.46
SMO 2013   05  03  06    05    10.52
SMO 2013   05  03  06    10    10.38
SMO 2013   05  03  06    15    10.53
SMO 2013   05  03  06    20    10.38
SMO 2013   05  03  06    25    10.40
SMO 2013   05  03  06    30    10.23
SMO 2013   05  03  06    35    10.68
SMO 2013   05  03  06    40    10.43
SMO 2013   05  03  06    45    10.45
SMO 2013   05  03  06    50    10.86
SMO 2013   05  03  06    55    10.60
SMO 2013   05  03  07    00    10.50
SMO 2013   05  03  07    05    10.81
SMO 2013   05  03  07    10    10.29
SMO 2013   05  03  07    15    10.51
SMO 2013   05  03  07    20    10.76
SMO 2013   05  03  07    25    10.36
SMO 2013   05  03  07    30    10.62
SMO 2013   05  03  07    35    10.62
SMO 2013   05  03  07    40    10.26
SMO 2013   05  03  07    45    10.31
SMO 2013   05  03  07    50    10.08
SMO 2013   05  03  07    55     9.85
SMO 2013   05  03  08    00    10.01
SMO 2013   05  03  08    05     9.97
SMO 2013   05  03  08    10    10.43
SMO 2013   05  03  08    15    10.41
SMO 2013   05  03  08    20    10.38
SMO 2013   05  03  08    25    10.35
SMO 2013   05  03  08    30    10.46
SMO 2013   05  03  08    35    10.36
SMO 2013   05  03  08    40    10.00
SMO 2013   05  03  08    45    10.79
SMO 2013   05  03  08    50    11.08
SMO 2013   05  03  08    55    10.70
SMO 2013   05  03  09    00    10.60
SMO 2013   05  03  09    05    10.70
SMO 2013   05  03  09    10    10.24
SMO 2013   05  03  09    15    10.00
SMO 2013   05  03  09    20    10.21
SMO 2013   05  03  09    25    10.10
