Header,37,,,,,,,,,,,,,,,,,,,
/* DATA DESCRIPTION:,,,,,,,,,,,,,,,,,,,,
Citation:,"Fomba, Khanneh Wadinga; Müller, Konrad; van Pinxteren, Dominik; Poulain, Laurent; van Pinxteren, Manuela; Herrmann, Hartmut (2014): Long-term chemical characterization of aerosols at CVAO from 2007 to 2011. PANGAEA, https://doi.org/10.1594/PANGAEA.848498, ",,,,,,,,,,,,,,,,,,,
Parameter(s):,"Number (No) * PI: Müller, Konrad (konrad@tropos.de) * COMMENT: Filter",,,,,,,,,,,,,,,,,,,
,"DATE/TIME (Date/Time) * GEOCODE * PI: Müller, Konrad (konrad@tropos.de) * COMMENT: GMT",,,,,,,,,,,,,,,,,,,
,"Date/time end (Date/time end) * PI: Müller, Konrad (konrad@tropos.de) * COMMENT: GMT",,,,,,,,,,,,,,,,,,,
,"ALTITUDE [m] (Altitude) * GEOCODE * PI: Müller, Konrad (konrad@tropos.de)",,,,,,,,,,,,,,,,,,,
,"Sample volume [m**3] (Samp vol) * PI: Müller, Konrad (konrad@tropos.de)",,,,,,,,,,,,,,,,,,,
,"Particulate matter, < 10 µm [µg/m**3] (PM10) * PI: Müller, Konrad (konrad@tropos.de)",,,,,,,,,,,,,,,,,,,
,"Chloride [µg/m**3] (Cl-) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Bromide [µg/m**3] (Br-) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.001 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Nitrate [µg/m**3] ([NO3]-) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Sulfate [µg/m**3] ([SO4]2-) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Oxalate [µg/m**3] ([C2O4]2-) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Oxalate [µg/m**3] ([C2O4]2-) * PI: Müller, Konrad (konrad@tropos.de)",,,,,,,,,,,,,,,,,,,
,"Sodium [µg/m**3] (Na+) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Ammonium [µg/m**3] ([NH4]+) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Potassium [µg/m**3] (K+) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Magnesium [µg/m**3] (Mg2+) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.002 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Calcium [µg/m**3] (Ca2+) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Ion chromatography ICS-3000 (Dionex Corp.) (URI: http://www.dionex.com/en-us/webdocs/25859-ICS-3000_DataSheet_V30_releasedJC061506.pdf) * COMMENT: Detection limit: 0.020 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Carbon, organic [µg/m**3] (C org) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Carbon analyser * COMMENT: Detection limit: 0.10 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Carbon, elemental [µg/m**3] (EC) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Carbon analyser * COMMENT: Detection limit: 0.03 µg/m**3",,,,,,,,,,,,,,,,,,,
,"Organic matter [µg/m**3] (OM) * PI: Müller, Konrad (konrad@tropos.de) * METHOD/DEVICE: Calculated",,,,,,,,,,,,,,,,,,,
,"Comment (Comment) * PI: Müller, Konrad (konrad@tropos.de)",,,,,,,,,,,,,,,,,,,
License:,Creative Commons Attribution 3.0 Unported (CC-BY-3.0),,,,,,,,,,,,,,,,,,,
Size:,12003 data points,,,,,,,,,,,,,,,,,,,
*/,,,,,,,,,,,,,,,,,,,,
No (Filter),Date/Time (GMT),Date/time end (GMT),Altitude [m],Samp vol [m**3],PM10 [µg/m**3],Cl- [µg/m**3] (Detection limit: 0.002 µg/m**...),Br- [µg/m**3] (Detection limit: 0.001 µg/m**...),[NO3]- [µg/m**3] (Detection limit: 0.002 µg/m**...),[SO4]2- [µg/m**3] (Detection limit: 0.002 µg/m**...),[C2O4]2- [µg/m**3] (Detection limit: 0.002 µg/m**...),[C2O4]2- [µg/m**3],Na+ [µg/m**3] (Detection limit: 0.002 µg/m**...),[NH4]+ [µg/m**3] (Detection limit: 0.002 µg/m**...),K+ [µg/m**3] (Detection limit: 0.002 µg/m**...),Mg2+ [µg/m**3] (Detection limit: 0.002 µg/m**...),Ca2+ [µg/m**3] (Detection limit: 0.020 µg/m**...),C org [µg/m**3] (Detection limit: 0.10 µg/m**3...),EC [µg/m**3] (Detection limit: 0.03 µg/m**3...),OM [µg/m**3] (Calculated),Comment
9,2007-01-12T13:12,2007-01-19T14:00,42,1748,202.78,5.1127,0.0082,1.7279,3.0082,0.0402,2.23,3.0918,0.0556,0.1981,0.2484,0.3905,1.681,0.247,3.361,
10,2007-01-19T16:12,2007-01-26T14:15,42,1176,64.08,5.7353,0.0065,1.6717,4.1037,0.0735,3.18,3.6693,0.1137,0.2198,0.3688,0.5379,0.488,0.209,0.975,
11,2007-01-26T16:12,2007-02-02T14:00,42,2139,17.31,4.4816,0.0029,0.795,1.5889,0.0761,0.83,3.0279,0.0256,0.1245,0.2351,0.3586,0.172,0.061,0.344,
12,2007-02-02T16:12,2007-02-09T14:00,42,2007,23.29,5.0798,0.0029,0.7788,1.824,0.0858,0.96,3.4151,0.0375,0.1428,0.2582,0.4122,0.227,0.088,0.454,
13,2007-02-09T16:12,2007-02-16T14:00,42,2182,98.72,9.0528,0.0095,1.7498,3.5435,0.002,2.2,5.3383,0.0116,0.2035,0.3342,0.6201,0.933,0.19,1.866,
14,2007-02-16T16:12,2007-02-23T14:00,42,2180,49.17,9.5471,0.0111,0.9915,2.4701,<0.0020,1.09,5.4921,0.0078,0.1836,0.3369,0.6169,0.349,0.086,0.699,
15,2007-02-23T16:12,2007-03-02T14:00,42,1796,50.5,11.7398,0.0075,1.4945,3.4346,0.001,1.66,7.0292,0.0219,0.2345,0.4401,0.8287,0.248,0.067,0.496,
16,2007-03-02T16:12,2007-03-09T07:00,42,1512,50.95,13.4246,0.0061,1.7062,4.3145,0.0739,2.24,8.2248,0.1401,0.2721,0.5169,0.96,0.269,0.108,0.539,
17,2007-03-09T16:12,2007-03-16T14:00,42,2170,161.01,9.6386,0.0113,2.0605,4.4414,0.0012,3.01,5.6853,0.0032,0.2449,0.3507,0.6063,2.599,0.105,5.198,
18,2007-03-16T16:12,2007-03-23T14:00,42,2180,46.97,6.6953,0.0051,1.6189,3.1387,0.0582,2.12,4.048,0.2268,0.1635,0.2806,0.4815,0.486,0.134,0.973,
19,2007-03-23T16:12,2007-03-30T14:00,42,2180,29.05,7.218,0.0047,0.8844,2.2188,0.0618,1.11,4.3991,0.1416,0.1403,0.2857,0.4938,0.163,0.056,0.326,
20,2007-03-30T16:12,2007-04-06T14:00,42,1766,59.67,8.9736,0.0051,1.3984,3.2467,0.0428,1.9,5.3322,0.0574,0.1868,0.3412,0.5786,0.407,0.09,0.814,
21,2007-04-06T16:12,2007-04-13T14:00,42,2180,14.89,3.9379,<0.0010,0.6719,1.8447,0.0592,1.13,2.8311,0.0508,0.0995,0.2149,0.3299,0.112,0.042,0.225,
22,2007-04-13T16:12,2007-04-20T14:00,42,2186,19.57,4.1617,0.0024,0.9915,2.4934,0.0714,1.75,2.9394,0.2349,0.1119,0.2328,0.3712,0.23,0.081,0.461,
23,2007-04-20T16:12,2007-04-27T14:00,42,2182,34.97,5.5334,0.0053,1.6052,4.8139,0.0624,3.83,3.885,0.2481,0.1576,0.2801,0.5027,0.364,0.089,0.729,
24,2007-04-27T16:12,2007-05-04T14:00,42,2191,25.7,5.8435,0.0017,1.0277,3.1969,0.086,2.18,4.0186,0.2025,0.1425,0.2887,0.4848,0.25,0.139,0.5,
25,2007-05-04T16:12,2007-05-10T16:00,42,1646,95.24,9.0931,0.0064,2.0004,5.1622,0.0665,3.76,5.5789,0.2782,0.2305,0.3827,0.6507,1.038,0.38,2.077,
26,2007-05-10T16:12,2007-05-11T16:00,42,315,332.04,5.4639,0.006,3.3379,7.1545,0.2256,6.15,3.988,0.1265,0.4543,0.5845,0.5942,3.254,1.061,6.508,
27,2007-05-12T16:12,2007-05-13T16:00,42,315,63.71,8.305,0.0135,1.7273,3.7656,0.0781,2.51,4.9745,0.2214,0.2449,0.5434,0.5667,1.728,1.062,3.456,
28,2007-05-14T16:12,2007-05-15T12:00,42,235,91.74,10.7619,0.0118,3.2994,5.3329,0.1642,3.65,6.6912,0.1181,0.3242,0.7735,0.8216,1.712,1.252,3.424,
29,2007-05-15T12:12,2007-05-16T12:00,42,708,50.17,11.2577,0.0071,1.6221,4.4982,0.1019,2.76,6.9036,0.3359,0.2698,0.5781,0.8475,0.434,0.316,0.868,
30,2007-05-16T12:12,2007-05-17T12:00,42,277,30.55,7.6464,0.0044,0.9613,2.7981,0.0764,1.57,4.8644,0.2396,0.1768,0.5128,0.4938,0.752,0.294,1.503,
31,2007-05-17T11:30,2007-05-18T11:30,42,687,27.1,6.0785,0.0019,1.057,2.3995,0.0903,1.38,4.0525,0.2494,0.1509,0.3892,0.4661,0.302,0.245,0.605,
32,2007-05-18T11:30,2007-05-19T11:30,42,708,27.51,4.3505,0.0024,1.1793,2.4328,0.1055,1.6,3.2902,0.2812,0.146,0.3719,0.3855,0.461,0.267,0.923,
33,2007-05-19T11:30,2007-05-20T11:30,42,708,25.77,5.7348,0.0024,1.3683,2.2891,0.1538,1.24,4.1462,0.3113,0.1536,0.3384,0.4527,0.519,0.419,1.038,
34,2007-05-20T11:30,2007-05-21T11:30,42,709,30.87,4.9807,0.0032,1.347,3.9865,0.1982,3.01,3.8881,0.6326,0.1685,0.3816,0.475,0.566,0.329,1.132,
35,2007-05-21T11:30,2007-05-22T11:30,42,709,29.95,6.9751,0.0041,0.6775,2.3803,0.0873,1.27,4.398,0.2508,0.1618,0.4101,0.5339,0.57,0.274,1.14,
36,2007-05-22T11:30,2007-05-23T11:30,42,708,21.92,6.9208,0.0032,0.6784,1.8635,0.0725,0.8,4.2085,0.1967,0.1632,0.4038,0.5132,0.174,0.265,0.349,
37,2007-05-23T11:30,2007-05-25T11:30,42,1414,15.13,3.6554,0.0024,0.4924,1.6007,0.0902,0.96,2.5606,0.1231,0.0963,0.2327,0.3159,0.197,0.158,0.394,
38,2007-05-25T11:30,2007-05-27T11:30,42,1415,16.53,2.9561,<0.0010,0.6616,1.6315,0.0743,1.09,2.1409,0.0804,0.0831,0.2053,0.27,0.229,0.13,0.457,
39,2007-05-27T11:30,2007-05-29T11:30,42,1414,25.64,7.1929,0.0151,0.9877,2.7793,0.0905,1.61,4.6309,0.1807,0.1638,0.3558,0.5783,0.121,0.124,0.243,
40,2007-05-29T11:30,2007-05-31T11:30,42,1413,28.89,10.3365,0.0022,1.1228,3.8092,0.0709,2.12,6.6812,0.1031,0.1904,0.4109,0.803,0.158,0.091,0.315,
41,2007-05-31T11:30,2007-06-02T11:30,42,1290,26.29,7.916,0.0022,1.266,3.7245,0.0775,2.32,5.5585,0.1505,0.1864,0.4122,0.6985,0.139,0.128,0.278,
42,2007-06-02T11:30,2007-06-04T11:30,42,1385,22.99,4.9364,0.0065,1.1292,4.1525,0.2387,3.11,4.1418,0.2536,0.1634,0.3567,0.5006,0.388,0.299,0.776,
43,2007-06-04T11:30,2007-06-06T11:30,42,1385,26.5,4.5067,0.0003,1.9553,4.3968,0.2194,3.29,4.3951,0.2269,0.159,0.3502,0.5347,0.592,0.333,1.185,
44,2007-06-06T11:30,2007-06-08T11:30,42,1414,17.45,2.3492,0.0036,1.0774,2.3926,0.0785,1.81,2.3298,0.1003,0.0862,0.2274,0.2882,0.326,0.163,0.651,
45,2007-06-08T11:30,2007-06-09T11:30,42,707,15.43,1.6379,0.0014,0.6622,1.5284,0.0252,1.15,1.4839,0.0595,0.0509,0.1635,0.1449,0.284,0,0.568,
46,2007-06-09T11:30,2007-06-10T11:30,42,688,34.62,4.9001,0.0075,0.4361,1.5664,0.0322,0.73,3.3099,0.0203,0.1158,0.3387,0.3637,0.511,0.185,1.023,
47,2007-06-10T11:30,2007-06-11T11:30,42,708,48.59,10.4132,<0.0010,0.3852,2.2041,0.0541,0.65,6.1615,0.0271,0.2068,0.5574,0.744,0.267,0.294,0.534,
48,2007-06-11T11:30,2007-06-12T11:30,42,184,49.44,10.4197,0.0013,0.5539,2.2346,0.071,0.57,6.5981,0.0579,0.212,0.6922,0.6758,1.299,0.558,2.598,
49,2007-06-12T11:30,2007-06-13T11:30,42,520,21.56,4.8697,0.005,0.5149,1.4837,0.0459,0.67,3.2384,0.1092,0.1098,0.3477,0.3596,0.336,0.289,0.673,
50,2007-06-13T11:30,2007-06-14T11:30,42,708,24.46,5.4289,0.0041,0.8379,2.1199,0.0683,1.17,3.7628,0.123,0.1332,0.3734,0.4536,0.365,0.18,0.73,
51,2007-06-21T14:30,2007-06-24T14:30,42,1002,22.01,6.5345,0.0097,1.054,2.7575,0.2871,1.62,4.524,0.1345,0.1777,0.4214,0.5576,0.687,0.216,1.373,
52,2007-06-27T14:30,2007-06-30T14:30,42,2118,34.25,11.4505,0.0036,1.9044,5.3532,0.1387,3.3,8.1548,0.0998,0.2572,0.4868,0.8945,0.289,0.052,0.579,
53,2007-07-03T14:30,2007-07-06T14:30,42,1782,20.72,7.8374,0.0035,1.2143,3.1116,0.0933,1.85,5.0001,0.2522,0.1696,0.3652,0.6052,0.137,0.051,0.275,
54,2007-07-09T14:30,2007-07-12T14:30,42,2120,61.27,7.3423,0.0109,1.8367,5.1411,0.0624,3.9,4.9034,0.0771,0.196,0.3706,0.5908,0.637,0.086,1.275,
55,2007-07-15T14:30,2007-07-18T14:30,42,1425,34.82,5.2096,0.0011,1.1175,3.125,0.1118,2.15,3.8506,0.0669,0.1324,0.3313,0.4846,0.259,0.104,0.519,
56,2007-07-27T14:30,2007-07-30T14:30,42,1712,29.88,5.3053,0.0009,0.8961,2.9639,0.0372,2.02,3.7451,0.0419,0.1142,0.3057,0.4738,0.183,0.042,0.366,
57,2007-08-02T14:30,2007-08-05T14:30,42,2025,44.1,5.9429,0.0041,1.8852,5.1844,0.0698,4,4.7104,0.0919,0.1793,0.3475,0.585,0.325,0.08,0.651,
58,2007-08-08T14:30,2007-08-11T14:30,42,2125,14.13,4.1872,0.0029,0.6002,1.388,0.0466,0.67,2.8426,0.0293,0.0976,0.2292,0.3276,0.08,0.043,0.161,
59,2007-08-14T14:30,2007-08-17T14:30,42,2129,44.42,11.4202,0.0096,1.8096,5.0527,0.0017,3.2,7.354,0.0163,0.2205,0.425,0.8175,0.269,0.08,0.538,
60,2007-08-20T14:30,2007-08-23T14:30,42,2097,16.08,3.7491,0.0013,0.878,1.9138,0.0776,1.18,2.9093,0.0464,0.0954,0.2316,0.3401,0.153,0.06,0.306,
61,2007-08-26T14:30,2007-08-29T14:30,42,1390,27.22,6.3725,0.0037,1.7311,5.7266,0.1824,4.37,5.3843,0.3959,0.1942,0.3999,0.6507,0.589,0.072,1.179,
62,2007-09-01T14:30,2007-09-04T14:30,42,2136,49.6,6.7527,0.0029,1.7638,6.6486,0.0807,5.32,5.2519,0.129,0.1939,0.3529,0.6432,0.338,0.116,0.677,
63,2007-09-07T14:30,2007-09-10T14:30,42,2071,29.15,8.0567,0.0032,1.1151,2.9287,0.0719,1.59,5.2909,0.044,0.1743,0.3717,0.6031,0.228,0.032,0.457,
64,2007-09-13T14:30,2007-09-16T14:30,42,2133,42.52,4.7759,0.0018,1.6713,5.2576,0.0198,4.23,4.0888,0.1291,0.1691,0.3102,0.5085,0.343,0.111,0.685,
65,2007-09-19T14:30,2007-09-22T14:30,42,2137,44.33,4.7939,<0.0010,1.8088,4.4853,0.0413,3.55,3.6925,0.1216,0.1588,0.3026,0.4695,0.399,0.048,0.798,
66,2007-09-25T14:30,2007-09-28T14:30,42,2138,39.79,7.1222,0.003,1.8936,4.422,0.0308,3.12,5.1751,0.0873,0.1941,0.3624,0.6027,0.265,0.08,0.529,
67,2007-10-01T14:30,2007-10-04T14:30,42,2137,24.04,6.6874,0.0014,0.8376,2.3729,0.0223,1.27,4.3726,0.0313,0.1513,0.3173,0.5081,0.094,0.049,0.189,
68,2007-10-07T14:30,2007-10-10T14:30,42,2133,26.35,7.0434,0.0063,0.8616,2.4881,<0.0020,1.34,4.5439,0.0295,0.1553,0.321,0.5232,0.194,0.073,0.388,
69,2007-10-13T14:30,2007-10-16T14:30,42,1916,20.36,2.7046,<0.0010,0.9551,3.4296,0.0031,2.77,2.6032,0.1229,0.1187,0.2294,0.3231,0.245,0.179,0.49,
70,2007-10-19T14:30,2007-10-22T14:30,42,2114,20.57,2.7828,0.0019,1.6109,3.167,0.1111,2.52,2.5603,0.3487,0.1163,0.2227,0.3168,0.349,0.15,0.699,
71,2007-10-25T14:30,2007-10-28T14:30,42,2093,28.02,6.2848,0.0011,1.3675,3.4839,<0.0020,2.35,4.4841,0.0519,0.183,0.3309,0.5275,0.33,0.182,0.659,
72,2007-10-31T14:30,2007-11-03T14:30,42,2114,23,5.9896,0.0024,1.617,3.1498,0.0018,2.01,4.5389,0.0831,0.1646,0.3158,0.5137,0.347,0.101,0.693,
74,2007-11-06T15:30,2007-11-07T15:30,42,590,37.6,2.7389,<0.0010,1.8956,3.1411,0.1291,2.54,2.3788,0.1392,0.0256,0.2123,0.4027,0.862,0.413,1.724,
75,2007-11-07T15:30,2007-11-08T15:30,42,711,171.69,4.0544,0.0063,3.1788,4.5083,0.102,3.75,3.011,0.0509,0.3218,0.4338,0.5206,2.489,0.713,4.977,
76,2007-11-08T15:36,2007-11-09T15:36,42,710,35.53,4.3533,<0.0010,2.3928,3.6237,0.1265,2.9,2.8793,0.2012,0.2824,0.3309,1.606,1.819,0.626,3.638,
77,2007-11-09T15:41,2007-11-10T15:41,42,710,191.65,5.4858,<0.0010,2.0448,4.6452,0.0056,3.8,3.3444,0.2216,0.3366,0.457,3.6869,2.274,0.626,4.547,
78,2007-11-10T15:46,2007-11-11T15:46,42,712,130.94,6.0252,<0.0010,2.2621,3.4852,<0.0020,2.45,4.1065,0.1196,0.2347,0.4057,1.2041,0.53,0.375,1.06,
79,2007-11-11T15:51,2007-11-12T15:51,42,707,87.46,3.9354,<0.0010,1.7485,3.0634,0.0012,2.45,2.4323,0.0722,0.2086,0.3403,1.8819,1.121,0.301,2.242,
80,2007-11-12T15:56,2007-11-13T15:56,42,704,85.09,2.5498,<0.0010,1.5604,3.4376,0.0898,2.98,1.831,0.0324,0.1397,0.283,1.6278,0.61,0.408,1.22,
81,2007-11-13T16:01,2007-11-14T16:01,42,709,39.7,1.8564,<0.0010,1.05,2.3115,0.0803,1.92,1.5533,0.0962,0.0979,0.2024,0.6623,0.434,0.397,0.869,
82,2007-11-14T16:02,2007-11-15T16:02,42,2127,40.13,3.3844,0.0011,1.7342,3.1993,<0.0020,2.54,2.6286,0.0764,0.166,0.218,0.6709,0.528,0.223,1.057,
83,2007-11-20T16:02,2007-11-23T16:02,42,2113,16.22,4.1161,0,0.4525,1.2571,<0.0020,0.63,2.502,0.0786,0.0936,0.2071,0.1938,0.105,0.075,0.21,
84,2007-11-26T16:02,2007-11-29T14:00,42,1974,21.75,5.8407,0.0033,1.2892,2.2378,0.1094,1.24,3.9462,0.0499,0.1362,0.2782,0.3242,0.271,0.174,0.542,
85,2007-11-29T14:03,2007-11-30T13:43,42,699,16.73,2.7193,<0.0010,0.8596,1.438,0.0705,0.93,2.0107,0.1566,0.0791,0.2224,0.2206,<0.100,0.089,,
86,2007-11-30T14:03,2007-12-01T13:43,42,700,40.43,3.3962,0.0019,1.2654,1.5237,0.0926,0.9,2.482,0.1218,0.1056,0.2592,0.2494,<0.100,0.06,,
87,2007-12-01T14:03,2007-12-02T13:43,42,700,20.88,6.1841,0.0087,1.2022,2.1061,0.1004,1.12,3.8999,0.2388,0.1531,0.3868,0.3881,0.213,0.109,0.427,
88,2007-12-02T14:03,2007-12-03T13:43,42,699,42.89,7.3068,0.0048,1.2015,2.0958,0.0629,0.97,4.4677,0.0641,0.1754,0.4097,0.6513,0.187,0.12,0.373,
89,2007-12-03T14:03,2007-12-04T10:37,42,677,141.67,8.927,0.0121,1.4517,4.846,<0.0020,3.5,5.3209,0.0623,0.307,0.5463,3.972,1.467,0.255,2.933,
90,2007-12-04T19:30,2007-12-05T07:00,42,340,69.42,,,,,,,,,,,,,,,
